HouseID,DateOnly,EC
MAC000002,2012-12-06,11.855000000000002
MAC000002,2012-12-07,13.2479999
MAC000002,2012-12-08,13.411000000000001
MAC000002,2012-12-09,11.353000100000001
MAC000002,2012-12-10,10.097000000000003
MAC000002,2012-12-11,12.925000000000002
MAC000002,2012-12-12,11.915
MAC000002,2012-12-13,10.951000000000002
MAC000002,2012-12-14,10.623999999999999
MAC000002,2012-12-15,14.292000000000002
MAC000002,2012-12-16,16.590999999999994
MAC000002,2012-12-17,12.088
MAC000002,2012-12-18,10.235000000000003
MAC000002,2012-12-19,12.258000100000002
MAC000002,2012-12-20,11.347000000000007
MAC000002,2012-12-21,11.734999999999998
MAC000002,2012-12-22,17.858999999999998
MAC000002,2012-12-23,7.907000000000003
MAC000002,2012-12-24,4.94
MAC000002,2012-12-25,4.974999999999999
MAC000002,2012-12-26,7.8340000000000005
MAC000002,2012-12-27,13.0820001
MAC000002,2012-12-28,11.130000000000003
MAC000002,2012-12-29,10.847
MAC000002,2012-12-30,11.031000000000002
MAC000002,2012-12-31,10.052
MAC000002,2013-01-01,10.833999999999996
MAC000002,2013-01-02,13.2429999
MAC000002,2013-01-03,10.134999999999998
MAC000002,2013-01-04,9.795000000000003
MAC000002,2013-01-05,11.232999999999999
MAC000002,2013-01-06,10.277000000000001
MAC000002,2013-01-07,9.427000000000001
MAC000002,2013-01-08,11.6770001
MAC000002,2013-01-09,15.158999999999999
MAC000002,2013-01-10,10.826999999999998
MAC000002,2013-01-11,10.9849999
MAC000002,2013-01-12,10.581999900000003
MAC000002,2013-01-13,10.309
MAC000002,2013-01-14,12.300999999999998
MAC000002,2013-01-15,9.846000000000002
MAC000002,2013-01-16,14.3780001
MAC000002,2013-01-17,9.840000000000003
MAC000002,2013-01-18,16.904000100000005
MAC000002,2013-01-19,15.816000000000003
MAC000002,2013-01-20,11.693
MAC000002,2013-01-21,12.4540001
MAC000002,2013-01-22,10.870000100000002
MAC000002,2013-01-23,11.038
MAC000002,2013-01-24,12.141999999999998
MAC000002,2013-01-25,11.242000000000003
MAC000002,2013-01-26,16.326999999999998
MAC000002,2013-01-27,11.439000000000005
MAC000002,2013-01-28,9.953
MAC000002,2013-01-29,9.834
MAC000002,2013-01-30,10.328
MAC000002,2013-01-31,9.1899999
MAC000002,2013-02-01,9.9769999
MAC000002,2013-02-02,15.069000000000004
MAC000002,2013-02-03,11.345999999999997
MAC000002,2013-02-04,8.782
MAC000002,2013-02-05,14.110999900000001
MAC000002,2013-02-06,14.198999999999998
MAC000002,2013-02-07,11.729999999999999
MAC000002,2013-02-08,9.638000000000002
MAC000002,2013-02-09,14.732000100000002
MAC000002,2013-02-10,15.894000000000002
MAC000002,2013-02-11,11.466999999999999
MAC000002,2013-02-12,10.971
MAC000002,2013-02-13,11.146
MAC000002,2013-02-14,10.048
MAC000002,2013-02-15,11.336999999999998
MAC000002,2013-02-16,10.829000000000002
MAC000002,2013-02-17,9.200999999999999
MAC000002,2013-02-18,9.567000000000004
MAC000002,2013-02-19,11.293000000000001
MAC000002,2013-02-20,11.142000000000001
MAC000002,2013-02-21,20.720000099999996
MAC000002,2013-02-22,24.049000200000002
MAC000002,2013-02-23,14.074999999999998
MAC000002,2013-02-24,19.779000000000007
MAC000002,2013-02-25,11.190999999999999
MAC000002,2013-02-26,11.303999899999999
MAC000002,2013-02-27,16.331000000000003
MAC000002,2013-02-28,32.1780002
MAC000002,2013-03-01,39.699
MAC000002,2013-03-02,25.926999999999996
MAC000002,2013-03-03,24.031000099999996
MAC000002,2013-03-04,25.9809999
MAC000002,2013-03-05,31.857999899999996
MAC000002,2013-03-06,16.828
MAC000002,2013-03-07,28.0780001
MAC000002,2013-03-08,18.011
MAC000002,2013-03-09,10.907
MAC000002,2013-03-10,19.417
MAC000002,2013-03-11,13.695000000000002
MAC000002,2013-03-12,16.144
MAC000002,2013-03-13,12.865999999999998
MAC000002,2013-03-14,12.291
MAC000002,2013-03-15,13.166000000000002
MAC000002,2013-03-16,12.584
MAC000002,2013-03-17,17.489000100000005
MAC000002,2013-03-18,13.216999800000002
MAC000002,2013-03-19,12.510999999999997
MAC000002,2013-03-20,13.924000000000001
MAC000002,2013-03-21,10.677
MAC000002,2013-03-22,13.706999999999999
MAC000002,2013-03-23,26.133000000000006
MAC000002,2013-03-24,15.4
MAC000002,2013-03-25,5.533
MAC000002,2013-03-26,5.021000000000001
MAC000002,2013-03-27,5.0840000000000005
MAC000002,2013-03-28,4.907000000000001
MAC000002,2013-03-29,4.839
MAC000002,2013-03-30,4.937000000000001
MAC000002,2013-03-31,4.894000000000001
MAC000002,2013-04-01,4.950000000000002
MAC000002,2013-04-02,12.374000000000002
MAC000002,2013-04-03,11.411
MAC000002,2013-04-04,16.528
MAC000002,2013-04-05,14.54
MAC000002,2013-04-06,16.731000099999996
MAC000002,2013-04-07,13.328
MAC000002,2013-04-08,14.216000200000003
MAC000002,2013-04-09,13.605000000000002
MAC000002,2013-04-10,13.8300001
MAC000002,2013-04-11,13.26
MAC000002,2013-04-12,12.357999999999999
MAC000002,2013-04-13,26.258000000000003
MAC000002,2013-04-14,12.601000100000002
MAC000002,2013-04-15,13.888000000000002
MAC000002,2013-04-16,10.921000000000001
MAC000002,2013-04-17,8.893
MAC000002,2013-04-18,10.505000000000004
MAC000002,2013-04-19,10.375000000000002
MAC000002,2013-04-20,17.672
MAC000002,2013-04-21,13.668000000000001
MAC000002,2013-04-22,8.906999999999998
MAC000002,2013-04-23,8.290000000000001
MAC000002,2013-04-24,8.533
MAC000002,2013-04-25,9.482
MAC000002,2013-04-26,10.088000000000001
MAC000002,2013-04-27,9.541000000000002
MAC000002,2013-04-28,9.890999999999998
MAC000002,2013-04-29,7.537000000000001
MAC000002,2013-04-30,8.711000000000002
MAC000002,2013-05-01,8.020000000000001
MAC000002,2013-05-02,9.318999999999997
MAC000002,2013-05-03,8.147999899999999
MAC000002,2013-05-04,9.449000000000002
MAC000002,2013-05-05,8.72
MAC000002,2013-05-06,7.432
MAC000002,2013-05-07,7.608
MAC000002,2013-05-08,8.55
MAC000002,2013-05-09,8.369
MAC000002,2013-05-10,12.359000099999996
MAC000002,2013-05-11,10.094000000000001
MAC000002,2013-05-12,12.440999999999997
MAC000002,2013-05-13,8.204000100000004
MAC000002,2013-05-14,9.748
MAC000002,2013-05-15,8.341999999999999
MAC000002,2013-05-16,9.224
MAC000002,2013-05-17,9.601999999999999
MAC000002,2013-05-18,9.788
MAC000002,2013-05-19,10.702
MAC000002,2013-05-20,9.307999999999996
MAC000002,2013-05-21,10.953999999999995
MAC000002,2013-05-22,10.463999999999999
MAC000002,2013-05-23,9.439
MAC000002,2013-05-24,10.497000000000002
MAC000002,2013-05-25,9.319999999999997
MAC000002,2013-05-26,11.958000000000004
MAC000002,2013-05-27,11.119000000000002
MAC000002,2013-05-28,12.322999999999999
MAC000002,2013-05-29,10.950999999999999
MAC000002,2013-05-30,11.439999999999994
MAC000002,2013-05-31,10.160000000000004
MAC000002,2013-06-01,12.531999999999998
MAC000002,2013-06-02,12.038999999999998
MAC000002,2013-06-03,10.73
MAC000002,2013-06-04,11.100999999999999
MAC000002,2013-06-05,9.719999999999999
MAC000002,2013-06-06,9.205
MAC000002,2013-06-07,11.905999999999997
MAC000002,2013-06-08,9.588
MAC000002,2013-06-09,9.204
MAC000002,2013-06-10,8.227000000000002
MAC000002,2013-06-11,9.357999999999997
MAC000002,2013-06-12,9.339
MAC000002,2013-06-13,8.736
MAC000002,2013-06-14,8.696
MAC000002,2013-06-15,14.03
MAC000002,2013-06-16,11.517
MAC000002,2013-06-17,12.270000000000005
MAC000002,2013-06-18,10.030000000000001
MAC000002,2013-06-19,11.326
MAC000002,2013-06-20,8.719999999999999
MAC000002,2013-06-21,10.722000000000001
MAC000002,2013-06-22,8.204000000000002
MAC000002,2013-06-23,11.134
MAC000002,2013-06-24,7.870000000000002
MAC000002,2013-06-25,9.417
MAC000002,2013-06-26,8.823
MAC000002,2013-06-27,8.703000000000001
MAC000002,2013-06-28,10.47
MAC000002,2013-06-29,8.871999999999998
MAC000002,2013-06-30,7.576
MAC000002,2013-07-01,7.808000000000002
MAC000002,2013-07-02,8.950000000000003
MAC000002,2013-07-03,9.449999900000002
MAC000002,2013-07-04,9.417
MAC000002,2013-07-05,9.168000000000003
MAC000002,2013-07-06,9.342000000000002
MAC000002,2013-07-07,11.464000000000002
MAC000002,2013-07-08,6.518000000000003
MAC000002,2013-07-09,5.222000000000001
MAC000002,2013-07-10,5.381000000000001
MAC000002,2013-07-11,6.005000000000002
MAC000002,2013-07-12,5.2280000000000015
MAC000002,2013-07-13,11.547
MAC000002,2013-07-14,12.876999999999999
MAC000002,2013-07-15,7.367000000000001
MAC000002,2013-07-16,10.724
MAC000002,2013-07-17,9.395999999999997
MAC000002,2013-07-18,11.598999999999998
MAC000002,2013-07-19,8.492999999999999
MAC000002,2013-07-20,9.354999999999997
MAC000002,2013-07-21,8.922000000000002
MAC000002,2013-07-22,8.208999999999998
MAC000002,2013-07-23,9.544
MAC000002,2013-07-24,8.216000000000001
MAC000002,2013-07-25,9.882999999999996
MAC000002,2013-07-26,10.19
MAC000002,2013-07-27,8.784
MAC000002,2013-07-28,8.155999999999999
MAC000002,2013-07-29,6.768999999999999
MAC000002,2013-07-30,8.853
MAC000002,2013-07-31,8.482000000000003
MAC000002,2013-08-01,7.957
MAC000002,2013-08-02,8.870000000000003
MAC000002,2013-08-03,7.742000000000001
MAC000002,2013-08-04,9.069
MAC000002,2013-08-05,9.569000000000004
MAC000002,2013-08-06,8.799000000000001
MAC000002,2013-08-07,8.67
MAC000002,2013-08-08,8.316
MAC000002,2013-08-09,9.412
MAC000002,2013-08-10,8.536000000000001
MAC000002,2013-08-11,8.558
MAC000002,2013-08-12,8.085000000000003
MAC000002,2013-08-13,7.7299999999999995
MAC000002,2013-08-14,9.222
MAC000002,2013-08-15,10.085999900000003
MAC000002,2013-08-16,9.074000000000002
MAC000002,2013-08-17,8.646
MAC000002,2013-08-18,8.503000000000002
MAC000002,2013-08-19,8.476000000000003
MAC000002,2013-08-20,8.273
MAC000002,2013-08-21,9.497
MAC000002,2013-08-22,8.019000000000002
MAC000002,2013-08-23,8.196000000000002
MAC000002,2013-08-24,9.001999999999999
MAC000002,2013-08-25,9.028000000000002
MAC000002,2013-08-26,7.953000000000001
MAC000002,2013-08-27,10.331
MAC000002,2013-08-28,7.962999999999999
MAC000002,2013-08-29,9.925000000000002
MAC000002,2013-08-30,8.045000000000002
MAC000002,2013-08-31,8.544
MAC000002,2013-09-01,8.006999999999998
MAC000002,2013-09-02,9.091
MAC000002,2013-09-03,5.716
MAC000002,2013-09-04,5.070999999999999
MAC000002,2013-09-05,5.079
MAC000002,2013-09-06,4.984000000000002
MAC000002,2013-09-07,4.791
MAC000002,2013-09-08,4.666000000000002
MAC000002,2013-09-09,4.6209999999999996
MAC000002,2013-09-10,4.537000000000001
MAC000002,2013-09-11,5.268
MAC000002,2013-09-12,10.861000000000002
MAC000002,2013-09-13,12.442999999999998
MAC000002,2013-09-14,13.296999999999999
MAC000002,2013-09-15,11.592999999999998
MAC000002,2013-09-16,12.1399999
MAC000002,2013-09-17,13.809999999999999
MAC000002,2013-09-18,15.619000100000001
MAC000002,2013-09-19,21.435000000000006
MAC000002,2013-09-20,19.6089999
MAC000002,2013-09-21,16.399000100000006
MAC000002,2013-09-22,12.2740001
MAC000002,2013-09-23,11.762999999999998
MAC000002,2013-09-24,13.256999999999998
MAC000002,2013-09-25,9.610999999999999
MAC000002,2013-09-26,11.132999999999997
MAC000002,2013-09-27,9.026
MAC000002,2013-09-28,12.778000000000002
MAC000002,2013-09-29,14.693000000000001
MAC000002,2013-09-30,18.322000000000003
MAC000002,2013-10-01,19.889999999999997
MAC000002,2013-10-02,9.322000000000001
MAC000002,2013-10-03,8.121
MAC000002,2013-10-04,8.685999899999999
MAC000002,2013-10-05,8.708
MAC000002,2013-10-06,8.617
MAC000002,2013-10-07,9.706000000000005
MAC000002,2013-10-08,10.389000000000003
MAC000002,2013-10-09,10.036999999999999
MAC000002,2013-10-10,11.099
MAC000002,2013-10-11,11.626
MAC000002,2013-10-12,6.005000000000001
MAC000002,2013-10-13,14.142999899999996
MAC000002,2013-10-14,10.377
MAC000002,2013-10-15,20.3769998
MAC000002,2013-10-16,22.134
MAC000002,2013-10-17,16.0829999
MAC000002,2013-10-18,16.646000000000004
MAC000002,2013-10-19,13.479
MAC000002,2013-10-20,18.5319999
MAC000002,2013-10-21,12.248000000000001
MAC000002,2013-10-22,11.103000000000002
MAC000002,2013-10-23,9.174000000000001
MAC000002,2013-10-24,9.362999999999998
MAC000002,2013-10-25,13.634000100000002
MAC000002,2013-10-26,11.811000000000002
MAC000002,2013-10-27,10.059999999999999
MAC000002,2013-10-28,15.167000200000004
MAC000002,2013-10-29,11.761999999999997
MAC000002,2013-10-30,10.459
MAC000002,2013-10-31,9.474
MAC000002,2013-11-01,9.397
MAC000002,2013-11-02,13.288999900000006
MAC000002,2013-11-03,16.223000000000003
MAC000002,2013-11-04,9.720999999999998
MAC000002,2013-11-05,21.555999999999994
MAC000002,2013-11-06,11.618
MAC000002,2013-11-07,13.233000000000002
MAC000002,2013-11-08,24.965000000000003
MAC000002,2013-11-09,12.041999999999996
MAC000002,2013-11-10,27.059
MAC000002,2013-11-11,27.667999799999997
MAC000002,2013-11-12,17.696000100000003
MAC000002,2013-11-13,12.240000000000004
MAC000002,2013-11-14,12.296000000000001
MAC000002,2013-11-15,13.711
MAC000002,2013-11-16,9.945
MAC000002,2013-11-17,9.029
MAC000002,2013-11-18,10.417
MAC000002,2013-11-19,11.075
MAC000002,2013-11-20,16.825000000000003
MAC000002,2013-11-21,11.689000100000003
MAC000002,2013-11-22,11.576000000000002
MAC000002,2013-11-23,11.189
MAC000002,2013-11-24,14.334999999999996
MAC000002,2013-11-25,9.526000000000002
MAC000002,2013-11-26,10.948
MAC000002,2013-11-27,11.031
MAC000002,2013-11-28,10.435
MAC000002,2013-11-29,11.557000000000002
MAC000002,2013-11-30,7.821000000000002
MAC000002,2013-12-01,12.971
MAC000002,2013-12-02,9.018
MAC000002,2013-12-03,14.681999900000003
MAC000002,2013-12-04,17.011
MAC000002,2013-12-05,10.868
MAC000002,2013-12-06,14.290999999999999
MAC000002,2013-12-07,11.7839999
MAC000002,2013-12-08,18.466
MAC000002,2013-12-09,11.488000000000001
MAC000002,2013-12-10,12.677999999999999
MAC000002,2013-12-11,13.083999999999998
MAC000002,2013-12-12,12.913
MAC000002,2013-12-13,12.325
MAC000002,2013-12-14,11.450000099999997
MAC000002,2013-12-15,12.118000000000004
MAC000002,2013-12-16,12.639000000000001
MAC000002,2013-12-17,18.502000100000004
MAC000002,2013-12-18,14.393
MAC000002,2013-12-19,12.0730001
MAC000002,2013-12-20,13.198999999999998
MAC000002,2013-12-21,11.229000000000003
MAC000002,2013-12-22,12.071
MAC000002,2013-12-23,6.342999999999999
MAC000002,2013-12-24,4.782000000000001
MAC000002,2013-12-25,4.674000000000001
MAC000002,2013-12-26,4.706000000000002
MAC000002,2013-12-27,10.012
MAC000002,2013-12-28,13.632999900000003
MAC000002,2013-12-29,15.006000000000002
MAC000002,2013-12-30,15.049000000000001
MAC000002,2013-12-31,13.781000000000002
MAC000003,2012-02-20,7.907
MAC000003,2012-02-21,32.049999799999995
MAC000003,2012-02-22,19.5509999
MAC000003,2012-02-23,21.653000000000002
MAC000003,2012-02-24,15.876999999999999
MAC000003,2012-02-25,15.577999999999998
MAC000003,2012-02-26,18.456
MAC000003,2012-02-27,19.14899990000001
MAC000003,2012-02-28,14.981999900000002
MAC000003,2012-02-29,13.793
MAC000003,2012-03-01,10.583000000000002
MAC000003,2012-03-02,11.302999999999997
MAC000003,2012-03-03,11.571
MAC000003,2012-03-04,15.749
MAC000003,2012-03-05,12.938999999999998
MAC000003,2012-03-06,48.1690004
MAC000003,2012-03-07,42.58100009999998
MAC000003,2012-03-08,24.391000000000002
MAC000003,2012-03-09,20.96100019999999
MAC000003,2012-03-10,23.257000000000005
MAC000003,2012-03-11,19.09100000000001
MAC000003,2012-03-12,22.4589999
MAC000003,2012-03-13,22.337999900000007
MAC000003,2012-03-14,23.61399999999999
MAC000003,2012-03-15,22.586000199999994
MAC000003,2012-03-16,23.097999900000005
MAC000003,2012-03-17,22.707000200000007
MAC000003,2012-03-18,22.031
MAC000003,2012-03-19,22.12100010000001
MAC000003,2012-03-20,21.753999999999994
MAC000003,2012-03-21,20.804999899999995
MAC000003,2012-03-22,20.2309999
MAC000003,2012-03-23,22.89700010000001
MAC000003,2012-03-24,16.151
MAC000003,2012-03-25,5.083
MAC000003,2012-03-26,3.9230000000000014
MAC000003,2012-03-27,3.9780000000000015
MAC000003,2012-03-28,3.874
MAC000003,2012-03-29,3.879
MAC000003,2012-03-30,4.294000000000001
MAC000003,2012-03-31,4.029000000000001
MAC000003,2012-04-01,3.866999999999999
MAC000003,2012-04-02,7.133
MAC000003,2012-04-03,20.782
MAC000003,2012-04-04,14.621999999999996
MAC000003,2012-04-05,14.672999999999998
MAC000003,2012-04-06,16.926999999999992
MAC000003,2012-04-07,16.542
MAC000003,2012-04-08,14.732999999999999
MAC000003,2012-04-09,17.874999999999996
MAC000003,2012-04-10,12.122
MAC000003,2012-04-11,13.998000000000005
MAC000003,2012-04-12,19.136000100000004
MAC000003,2012-04-13,15.177000100000003
MAC000003,2012-04-14,15.187999999999999
MAC000003,2012-04-15,14.525000100000003
MAC000003,2012-04-16,18.616
MAC000003,2012-04-17,14.814000099999998
MAC000003,2012-04-18,17.429000000000002
MAC000003,2012-04-19,14.973999999999997
MAC000003,2012-04-20,15.2949999
MAC000003,2012-04-21,12.660999999999998
MAC000003,2012-04-22,14.238000199999993
MAC000003,2012-04-23,15.5940001
MAC000003,2012-04-24,15.374000000000006
MAC000003,2012-04-25,14.170000200000004
MAC000003,2012-04-26,13.764
MAC000003,2012-04-27,14.7619999
MAC000003,2012-04-28,14.184000000000005
MAC000003,2012-04-29,16.532000000000004
MAC000003,2012-04-30,11.454
MAC000003,2012-05-01,11.168
MAC000003,2012-05-02,11.709999900000001
MAC000003,2012-05-03,14.355999999999995
MAC000003,2012-05-04,15.378000000000005
MAC000003,2012-05-05,11.070999999999998
MAC000003,2012-05-06,11.034000000000004
MAC000003,2012-05-07,17.174999800000002
MAC000003,2012-05-08,13.287999999999998
MAC000003,2012-05-09,13.499000000000004
MAC000003,2012-05-10,11.488000000000003
MAC000003,2012-05-11,13.784
MAC000003,2012-05-12,15.065999999999999
MAC000003,2012-05-13,12.609
MAC000003,2012-05-14,13.707999899999999
MAC000003,2012-05-15,14.708000000000002
MAC000003,2012-05-16,15.661999900000005
MAC000003,2012-05-17,12.593999999999996
MAC000003,2012-05-18,13.389000100000004
MAC000003,2012-05-19,13.801000099999998
MAC000003,2012-05-20,13.5670001
MAC000003,2012-05-21,11.967999999999996
MAC000003,2012-05-22,13.4349999
MAC000003,2012-05-23,13.191999999999998
MAC000003,2012-05-24,14.086000000000002
MAC000003,2012-05-25,13.320000100000001
MAC000003,2012-05-26,12.754999999999994
MAC000003,2012-05-27,12.847000000000001
MAC000003,2012-05-28,15.1319999
MAC000003,2012-05-29,13.007000099999997
MAC000003,2012-05-30,12.286
MAC000003,2012-05-31,11.917999999999997
MAC000003,2012-06-01,13.755000000000003
MAC000003,2012-06-02,12.372
MAC000003,2012-06-03,14.136999900000003
MAC000003,2012-06-04,13.353999999999997
MAC000003,2012-06-05,11.911999999999999
MAC000003,2012-06-06,13.992000000000003
MAC000003,2012-06-07,11.544
MAC000003,2012-06-08,14.125000000000002
MAC000003,2012-06-09,12.827
MAC000003,2012-06-10,12.044999900000004
MAC000003,2012-06-11,13.079
MAC000003,2012-06-12,13.750000099999998
MAC000003,2012-06-13,10.997
MAC000003,2012-06-14,13.072000000000003
MAC000003,2012-06-15,14.046999999999999
MAC000003,2012-06-16,13.974000000000002
MAC000003,2012-06-17,14.656000000000004
MAC000003,2012-06-18,14.078000000000007
MAC000003,2012-06-19,11.997000000000003
MAC000003,2012-06-20,13.9929999
MAC000003,2012-06-21,12.4040001
MAC000003,2012-06-22,12.757000000000009
MAC000003,2012-06-23,12.773000000000003
MAC000003,2012-06-24,11.874999900000002
MAC000003,2012-06-25,14.054000099999996
MAC000003,2012-06-26,11.334999999999999
MAC000003,2012-06-27,13.102000000000002
MAC000003,2012-06-28,13.369999999999997
MAC000003,2012-06-29,12.652
MAC000003,2012-06-30,12.569000099999998
MAC000003,2012-07-01,12.356999999999996
MAC000003,2012-07-02,12.738000000000005
MAC000003,2012-07-03,11.642999999999999
MAC000003,2012-07-04,12.631000000000004
MAC000003,2012-07-05,13.760000000000003
MAC000003,2012-07-06,13.983999999999998
MAC000003,2012-07-07,12.385
MAC000003,2012-07-08,12.0850001
MAC000003,2012-07-09,11.330999999999998
MAC000003,2012-07-10,12.261000000000003
MAC000003,2012-07-11,10.475
MAC000003,2012-07-12,12.939
MAC000003,2012-07-13,14.360999899999998
MAC000003,2012-07-14,11.887999999999996
MAC000003,2012-07-15,11.919
MAC000003,2012-07-16,14.027999999999999
MAC000003,2012-07-17,13.096999899999997
MAC000003,2012-07-18,13.2389999
MAC000003,2012-07-19,10.801000000000002
MAC000003,2012-07-20,13.126999999999997
MAC000003,2012-07-21,11.982000000000003
MAC000003,2012-07-22,12.266999999999998
MAC000003,2012-07-23,12.260000000000002
MAC000003,2012-07-24,14.157000000000002
MAC000003,2012-07-25,13.7319999
MAC000003,2012-07-26,15.899
MAC000003,2012-07-27,14.456999999999999
MAC000003,2012-07-28,10.818999999999999
MAC000003,2012-07-29,8.289
MAC000003,2012-07-30,7.481999999999998
MAC000003,2012-07-31,10.6529999
MAC000003,2012-08-01,7.550999999999999
MAC000003,2012-08-02,8.003000100000003
MAC000003,2012-08-03,12.963999999999999
MAC000003,2012-08-04,16.446000099999996
MAC000003,2012-08-05,11.148000000000001
MAC000003,2012-08-06,13.055999999999994
MAC000003,2012-08-07,12.607000000000001
MAC000003,2012-08-08,13.936000000000005
MAC000003,2012-08-09,14.482
MAC000003,2012-08-10,14.454999900000002
MAC000003,2012-08-11,13.286999899999998
MAC000003,2012-08-12,11.125000000000004
MAC000003,2012-08-13,12.3669999
MAC000003,2012-08-14,12.1520001
MAC000003,2012-08-15,12.996999999999996
MAC000003,2012-08-16,12.968999999999996
MAC000003,2012-08-17,13.815999999999999
MAC000003,2012-08-18,14.120000000000001
MAC000003,2012-08-19,12.587000000000002
MAC000003,2012-08-20,13.365000000000004
MAC000003,2012-08-21,13.566999899999999
MAC000003,2012-08-22,13.252000000000002
MAC000003,2012-08-23,13.056000099999997
MAC000003,2012-08-24,12.903000000000004
MAC000003,2012-08-25,12.351999900000003
MAC000003,2012-08-26,12.475000000000003
MAC000003,2012-08-27,13.081999999999995
MAC000003,2012-08-28,11.6270001
MAC000003,2012-08-29,14.287000000000004
MAC000003,2012-08-30,12.921999999999999
MAC000003,2012-08-31,13.253000000000002
MAC000003,2012-09-01,15.2639999
MAC000003,2012-09-02,12.838
MAC000003,2012-09-03,12.498000000000001
MAC000003,2012-09-04,13.918
MAC000003,2012-09-05,12.116999899999998
MAC000003,2012-09-06,13.085999999999999
MAC000003,2012-09-07,12.9080001
MAC000003,2012-09-08,13.269999999999998
MAC000003,2012-09-09,12.762999900000004
MAC000003,2012-09-10,13.138999999999996
MAC000003,2012-09-11,11.891000000000007
MAC000003,2012-09-12,12.831000000000001
MAC000003,2012-09-13,13.517999999999999
MAC000003,2012-09-14,14.093000000000002
MAC000003,2012-09-15,11.768
MAC000003,2012-09-16,11.565000099999999
MAC000003,2012-09-17,12.295999800000006
MAC000003,2012-09-18,13.082
MAC000003,2012-09-19,13.729000100000002
MAC000003,2012-09-20,13.923999999999994
MAC000003,2012-09-21,13.724000000000002
MAC000003,2012-09-22,12.511999999999999
MAC000003,2012-09-23,12.349999999999998
MAC000003,2012-09-24,13.596999999999998
MAC000003,2012-09-25,12.499999899999999
MAC000003,2012-09-26,11.785999899999997
MAC000003,2012-09-27,12.486999999999998
MAC000003,2012-09-28,12.5880001
MAC000003,2012-09-29,13.492999999999999
MAC000003,2012-09-30,16.471999999999998
MAC000003,2012-10-01,13.927999999999999
MAC000003,2012-10-02,11.769
MAC000003,2012-10-03,11.890999999999998
MAC000003,2012-10-04,11.476999999999999
MAC000003,2012-10-05,12.965999899999996
MAC000003,2012-10-06,13.236999999999998
MAC000003,2012-10-07,12.109
MAC000003,2012-10-08,13.721000100000005
MAC000003,2012-10-09,12.431999999999997
MAC000003,2012-10-10,11.191999999999998
MAC000003,2012-10-11,13.186
MAC000003,2012-10-12,13.383000000000003
MAC000003,2012-10-13,14.386000000000003
MAC000003,2012-10-14,15.524999899999997
MAC000003,2012-10-15,12.821000000000002
MAC000003,2012-10-16,13.471000000000005
MAC000003,2012-10-17,44.3430002
MAC000003,2012-10-18,20.742000000000008
MAC000003,2012-10-19,23.680000200000002
MAC000003,2012-10-20,21.505000499999998
MAC000003,2012-10-21,20.288999999999994
MAC000003,2012-10-22,22.77899980000001
MAC000003,2012-10-23,20.600000099999995
MAC000003,2012-10-24,22.102999900000007
MAC000003,2012-10-25,19.924000099999994
MAC000003,2012-10-26,20.8320002
MAC000003,2012-10-27,24.67599999999999
MAC000003,2012-10-28,24.386000000000003
MAC000003,2012-10-29,20.561000199999995
MAC000003,2012-10-30,21.2010001
MAC000003,2012-10-31,21.712
MAC000003,2012-11-01,20.449999799999993
MAC000003,2012-11-02,22.6780001
