"['MAC005470', '2012-07-04']",0.654
"['MAC005470', '2012-07-05']",2.8239999999999985
"['MAC005470', '2012-07-06']",3.5439999999999996
"['MAC005470', '2012-07-07']",4.141999999999998
"['MAC005470', '2012-07-08']",6.149
"['MAC005470', '2012-07-09']",5.090000000000002
"['MAC005470', '2012-07-10']",4.162
"['MAC005470', '2012-07-11']",3.2570000000000006
"['MAC005470', '2012-07-12']",2.6779999999999995
"['MAC005470', '2012-07-13']",3.284
"['MAC005470', '2012-07-14']",4.165
"['MAC005470', '2012-07-15']",5.0920000000000005
"['MAC005470', '2012-07-16']",5.637
"['MAC005470', '2012-07-17']",5.525999999999999
"['MAC005470', '2012-07-18']",4.970999999999999
"['MAC005470', '2012-07-19']",3.120999999999999
"['MAC005470', '2012-07-20']",3.1340000000000003
"['MAC005470', '2012-07-21']",5.1850000000000005
"['MAC005470', '2012-07-22']",4.546
"['MAC005470', '2012-07-23']",4.042999999999999
"['MAC005470', '2012-07-24']",4.165000000000001
"['MAC005470', '2012-07-25']",2.6839999999999997
"['MAC005470', '2012-07-26']",2.758999999999999
"['MAC005470', '2012-07-27']",3.298
"['MAC005470', '2012-07-28']",3.7880000000000003
"['MAC005470', '2012-07-29']",5.396000000000001
"['MAC005470', '2012-07-30']",4.856999999999999
"['MAC005470', '2012-07-31']",4.543
"['MAC005470', '2012-08-01']",5.001
"['MAC005470', '2012-08-02']",2.6349999999999993
"['MAC005470', '2012-08-03']",3.963999999999999
"['MAC005470', '2012-08-04']",4.493
"['MAC005470', '2012-08-05']",5.702999999999999
"['MAC005470', '2012-08-06']",5.226000000000001
"['MAC005470', '2012-08-07']",4.417
"['MAC005470', '2012-08-08']",2.4309999999999996
"['MAC005470', '2012-08-09']",2.608
"['MAC005470', '2012-08-10']",3.8449999999999993
"['MAC005470', '2012-08-11']",5.235000000000001
"['MAC005470', '2012-08-12']",4.114999999999998
"['MAC005470', '2012-08-13']",4.268000000000001
"['MAC005470', '2012-08-14']",5.059
"['MAC005470', '2012-08-15']",2.867999999999999
"['MAC005470', '2012-08-16']",2.6349999999999993
"['MAC005470', '2012-08-17']",3.388999999999999
"['MAC005470', '2012-08-18']",4.09
"['MAC005470', '2012-08-19']",4.224
"['MAC005470', '2012-08-20']",5.240000000000001
"['MAC005470', '2012-08-21']",3.3239999999999985
"['MAC005470', '2012-08-22']",6.438
"['MAC005470', '2012-08-23']",2.7339999999999995
"['MAC005470', '2012-08-24']",4.575999999999999
"['MAC005470', '2012-08-25']",5.079000000000001
"['MAC005470', '2012-08-26']",3.9639999999999986
"['MAC005470', '2012-08-27']",4.982
"['MAC005470', '2012-08-28']",4.91
