ID,ACORN_Category,ACORN_Code
MAC004027,Urban Adversity,P
MAC002043,Urban Adversity,P
MAC002452,Urban Adversity,P
MAC004086,Urban Adversity,P
MAC002457,Urban Adversity,P
MAC002992,Urban Adversity,P
MAC001267,Urban Adversity,P
MAC001165,Urban Adversity,P
MAC004199,Urban Adversity,P
MAC003886,Urban Adversity,P
MAC004190,Urban Adversity,P
MAC000337,Urban Adversity,P
MAC000481,Urban Adversity,P
MAC002673,Urban Adversity,P
MAC000999,Urban Adversity,P
MAC002634,Urban Adversity,P
MAC001349,Urban Adversity,P
MAC003948,Urban Adversity,P
MAC001883,Urban Adversity,P
MAC001362,Urban Adversity,P
MAC001379,Urban Adversity,P
MAC005473,Urban Adversity,P
MAC001254,Urban Adversity,P
MAC003995,Urban Adversity,P
MAC000937,Urban Adversity,P
MAC001385,Urban Adversity,P
MAC000555,Urban Adversity,P
MAC002886,Urban Adversity,P
MAC000570,Urban Adversity,P
MAC003087,Urban Adversity,P
MAC004931,Urban Adversity,P
MAC005398,Urban Adversity,P
MAC002938,Urban Adversity,P
MAC002940,Urban Adversity,P
MAC000649,Urban Adversity,P
MAC005397,Urban Adversity,P
MAC000645,Urban Adversity,P
MAC000029,Urban Adversity,P
MAC002304,Urban Adversity,P
MAC000919,Urban Adversity,P
MAC002979,Urban Adversity,P
MAC002986,Urban Adversity,P
MAC005388,Urban Adversity,P
MAC005128,Urban Adversity,P
MAC002429,Urban Adversity,P
MAC005386,Urban Adversity,P
MAC005385,Urban Adversity,P
MAC000383,Urban Adversity,P
MAC003616,Urban Adversity,P
MAC004804,Urban Adversity,P
MAC002356,Urban Adversity,P
MAC004100,Urban Adversity,P
MAC002933,Urban Adversity,P
MAC005560,Urban Adversity,P
MAC004001,Urban Adversity,P
MAC001072,Urban Adversity,P
MAC004008,Urban Adversity,P
MAC002830,Urban Adversity,P
MAC002863,Urban Adversity,P
MAC005422,Urban Adversity,P
MAC004559,Urban Adversity,P
MAC002902,Urban Adversity,P
MAC001058,Urban Adversity,P
MAC004951,Urban Adversity,P
MAC004896,Urban Adversity,P
MAC005525,Urban Adversity,P
MAC003246,Urban Adversity,P
MAC005546,Urban Adversity,P
MAC005402,Urban Adversity,P
MAC001101,Urban Adversity,P
MAC004550,Urban Adversity,P
MAC004547,Urban Adversity,P
MAC004620,Urban Adversity,P
MAC002366,Urban Adversity,P
MAC002801,Urban Adversity,P
MAC005272,Urban Adversity,P
MAC002435,Urban Adversity,P
MAC000025,Urban Adversity,P
MAC002671,Urban Adversity,P
MAC005344,Urban Adversity,P
MAC002696,Urban Adversity,P
MAC005345,Urban Adversity,P
MAC005348,Urban Adversity,P
MAC005350,Urban Adversity,P
MAC002762,Urban Adversity,P
MAC003700,Urban Adversity,P
MAC005010,Urban Adversity,P
MAC000869,Urban Adversity,P
MAC001177,Urban Adversity,P
MAC005289,Urban Adversity,P
MAC005340,Urban Adversity,P
MAC000617,Urban Adversity,P
MAC000283,Urban Adversity,P
MAC000873,Urban Adversity,P
MAC005335,Urban Adversity,P
MAC005121,Urban Adversity,P
MAC004283,Urban Adversity,P
MAC005376,Urban Adversity,P
MAC000565,Urban Adversity,P
MAC000597,Urban Adversity,P
MAC005377,Urban Adversity,P
MAC002580,Urban Adversity,P
MAC002661,Urban Adversity,P
MAC002065,Urban Adversity,P
MAC005337,Urban Adversity,P
MAC002579,Urban Adversity,P
MAC002665,Urban Adversity,Q
MAC000752,Urban Adversity,Q
MAC000967,Urban Adversity,Q
MAC005368,Urban Adversity,Q
MAC001365,Urban Adversity,Q
MAC000978,Urban Adversity,Q
MAC005465,Urban Adversity,Q
MAC003982,Urban Adversity,Q
MAC001375,Urban Adversity,Q
MAC000971,Urban Adversity,Q
MAC000981,Urban Adversity,Q
MAC000449,Urban Adversity,Q
MAC002618,Urban Adversity,Q
MAC000796,Urban Adversity,Q
MAC001345,Urban Adversity,Q
MAC001342,Urban Adversity,Q
MAC000460,Urban Adversity,Q
MAC000032,Urban Adversity,Q
MAC000457,Urban Adversity,Q
MAC001002,Urban Adversity,Q
MAC001346,Urban Adversity,Q
MAC001003,Urban Adversity,Q
MAC000989,Urban Adversity,Q
MAC000471,Urban Adversity,Q
MAC000472,Urban Adversity,Q
MAC000771,Urban Adversity,Q
MAC000781,Urban Adversity,Q
MAC001007,Urban Adversity,Q
MAC000760,Urban Adversity,Q
MAC001008,Urban Adversity,Q
MAC000758,Urban Adversity,Q
MAC000997,Urban Adversity,Q
MAC005401,Urban Adversity,Q
MAC003037,Urban Adversity,Q
MAC000022,Urban Adversity,Q
MAC000963,Urban Adversity,Q
MAC004246,Urban Adversity,Q
MAC000889,Urban Adversity,Q
MAC005524,Urban Adversity,Q
MAC000836,Urban Adversity,Q
MAC002448,Urban Adversity,Q
MAC001418,Urban Adversity,Q
MAC000425,Urban Adversity,Q
MAC000838,Urban Adversity,Q
MAC002445,Urban Adversity,Q
MAC000870,Urban Adversity,Q
MAC000839,Urban Adversity,Q
MAC000423,Urban Adversity,Q
MAC004331,Urban Adversity,Q
MAC004422,Urban Adversity,Q
MAC002439,Urban Adversity,Q
MAC004419,Urban Adversity,Q
MAC000843,Urban Adversity,Q
MAC004350,Urban Adversity,Q
MAC000417,Urban Adversity,Q
MAC000416,Urban Adversity,Q
MAC000412,Urban Adversity,Q
MAC001426,Urban Adversity,Q
MAC001428,Urban Adversity,Q
MAC001439,Urban Adversity,Q
MAC004381,Urban Adversity,Q
MAC001441,Urban Adversity,Q
MAC000853,Urban Adversity,Q
MAC004366,Urban Adversity,Q
MAC005557,Urban Adversity,Q
MAC000890,Urban Adversity,Q
MAC002566,Urban Adversity,Q
MAC004236,Urban Adversity,Q
MAC000894,Urban Adversity,Q
MAC004568,Urban Adversity,Q
MAC000954,Urban Adversity,Q
MAC001381,Urban Adversity,Q
MAC005474,Urban Adversity,Q
MAC000952,Urban Adversity,Q
MAC000949,Urban Adversity,Q
MAC000947,Urban Adversity,Q
MAC000928,Urban Adversity,Q
MAC001389,Urban Adversity,Q
MAC004065,Urban Adversity,Q
MAC001394,Urban Adversity,Q
MAC004066,Urban Adversity,Q
MAC001018,Urban Adversity,Q
MAC000006,Urban Adversity,Q
MAC000435,Urban Adversity,Q
MAC000434,Urban Adversity,Q
MAC001398,Urban Adversity,Q
MAC000430,Urban Adversity,Q
MAC000926,Urban Adversity,Q
MAC001400,Urban Adversity,Q
MAC000921,Urban Adversity,Q
MAC001406,Urban Adversity,Q
MAC002473,Urban Adversity,Q
MAC000915,Urban Adversity,Q
MAC002472,Urban Adversity,Q
MAC002464,Urban Adversity,Q
MAC000820,Urban Adversity,Q
MAC000906,Urban Adversity,Q
MAC005516,Urban Adversity,Q
MAC004231,Urban Adversity,Q
MAC001020,Urban Adversity,Q
MAC001316,Urban Adversity,Q
MAC001331,Urban Adversity,Q
MAC005080,Urban Adversity,Q
MAC001234,Urban Adversity,Q
MAC001237,Urban Adversity,Q
MAC005076,Urban Adversity,Q
MAC001146,Urban Adversity,Q
MAC001238,Urban Adversity,Q
MAC000365,Urban Adversity,Q
MAC001137,Urban Adversity,Q
MAC000615,Urban Adversity,Q
MAC001131,Urban Adversity,Q
MAC000616,Urban Adversity,Q
MAC001128,Urban Adversity,Q
MAC000622,Urban Adversity,Q
MAC001243,Urban Adversity,Q
MAC005022,Urban Adversity,Q
MAC001122,Urban Adversity,Q
MAC001247,Urban Adversity,Q
MAC000627,Urban Adversity,Q
MAC004979,Urban Adversity,Q
MAC000056,Urban Adversity,Q
MAC000364,Urban Adversity,Q
MAC000054,Urban Adversity,Q
MAC001257,Urban Adversity,Q
MAC000657,Urban Adversity,Q
MAC001106,Urban Adversity,Q
MAC000391,Urban Adversity,Q
MAC000543,Urban Adversity,Q
MAC001266,Urban Adversity,Q
MAC005240,Urban Adversity,Q
MAC001153,Urban Adversity,Q
MAC000599,Urban Adversity,Q
MAC001162,Urban Adversity,Q
MAC000061,Urban Adversity,Q
MAC002997,Urban Adversity,Q
MAC001207,Urban Adversity,Q
MAC003045,Urban Adversity,Q
MAC003047,Urban Adversity,Q
MAC001218,Urban Adversity,Q
MAC000571,Urban Adversity,Q
MAC001204,Urban Adversity,Q
MAC000560,Urban Adversity,Q
MAC001193,Urban Adversity,Q
MAC003088,Urban Adversity,Q
MAC003097,Urban Adversity,Q
MAC000575,Urban Adversity,Q
MAC003099,Urban Adversity,Q
MAC003102,Urban Adversity,Q
MAC001100,Urban Adversity,Q
MAC000576,Urban Adversity,Q
MAC001226,Urban Adversity,Q
MAC002970,Urban Adversity,Q
MAC002963,Urban Adversity,Q
MAC001188,Urban Adversity,Q
MAC000579,Urban Adversity,Q
MAC000558,Urban Adversity,Q
MAC000580,Urban Adversity,Q
MAC003155,Urban Adversity,Q
MAC001176,Urban Adversity,Q
MAC000585,Urban Adversity,Q
MAC001230,Urban Adversity,Q
MAC001231,Urban Adversity,Q
MAC001168,Urban Adversity,Q
MAC000556,Urban Adversity,Q
MAC001190,Urban Adversity,Q
MAC000542,Urban Adversity,Q
MAC004883,Urban Adversity,Q
MAC001094,Urban Adversity,Q
MAC000511,Urban Adversity,Q
MAC000510,Urban Adversity,Q
MAC000735,Urban Adversity,Q
MAC002728,Urban Adversity,Q
MAC000740,Urban Adversity,Q
MAC001051,Urban Adversity,Q
MAC000507,Urban Adversity,Q
MAC001050,Urban Adversity,Q
MAC001049,Urban Adversity,Q
MAC001048,Urban Adversity,Q
MAC001047,Urban Adversity,Q
MAC000362,Urban Adversity,Q
MAC002710,Urban Adversity,Q
MAC000743,Urban Adversity,Q
MAC000513,Urban Adversity,Q
MAC001314,Urban Adversity,Q
MAC004709,Urban Adversity,Q
MAC001040,Urban Adversity,Q
MAC001213,Urban Adversity,Q
MAC000746,Urban Adversity,Q
MAC000486,Urban Adversity,Q
MAC004693,Urban Adversity,Q
MAC000748,Urban Adversity,Q
MAC003747,Urban Adversity,Q
MAC001330,Urban Adversity,Q
MAC001038,Urban Adversity,Q
MAC002678,Urban Adversity,Q
MAC001037,Urban Adversity,Q
MAC001035,Urban Adversity,Q
MAC001031,Urban Adversity,Q
MAC001041,Urban Adversity,Q
MAC001334,Urban Adversity,Q
MAC004744,Urban Adversity,Q
MAC000718,Urban Adversity,Q
MAC000684,Urban Adversity,Q
MAC000385,Urban Adversity,Q
MAC000690,Urban Adversity,Q
MAC001269,Urban Adversity,Q
MAC001089,Urban Adversity,Q
MAC000541,Urban Adversity,Q
MAC001086,Urban Adversity,Q
MAC000695,Urban Adversity,Q
MAC001083,Urban Adversity,Q
MAC000696,Urban Adversity,Q
MAC000047,Urban Adversity,Q
MAC004818,Urban Adversity,Q
MAC001275,Urban Adversity,Q
MAC000702,Urban Adversity,Q
MAC001298,Urban Adversity,Q
MAC004811,Urban Adversity,Q
MAC000711,Urban Adversity,Q
MAC001067,Urban Adversity,Q
MAC001282,Urban Adversity,Q
MAC000534,Urban Adversity,Q
MAC000714,Urban Adversity,Q
MAC000042,Urban Adversity,Q
MAC001289,Urban Adversity,Q
MAC001062,Urban Adversity,Q
MAC000041,Urban Adversity,Q
MAC000527,Urban Adversity,Q
MAC001293,Urban Adversity,Q
MAC002786,Urban Adversity,Q
MAC000717,Urban Adversity,Q
MAC003637,Urban Adversity,Q
MAC000703,Urban Adversity,Q
MAC000891,Urban Adversity,Q
MAC004064,Urban Adversity,Q
MAC001455,Urban Adversity,Q
MAC003161,Urban Adversity,Q
MAC003168,Urban Adversity,Q
MAC004946,Urban Adversity,Q
MAC004944,Urban Adversity,Q
MAC004943,Urban Adversity,Q
MAC004941,Urban Adversity,Q
MAC004935,Urban Adversity,Q
MAC004934,Urban Adversity,Q
MAC004920,Urban Adversity,Q
MAC000269,Urban Adversity,Q
MAC000268,Urban Adversity,Q
MAC004898,Urban Adversity,Q
MAC004894,Urban Adversity,Q
MAC004892,Urban Adversity,Q
MAC004889,Urban Adversity,Q
MAC005000,Urban Adversity,Q
MAC004875,Urban Adversity,Q
MAC003138,Urban Adversity,Q
MAC003134,Urban Adversity,Q
MAC003059,Urban Adversity,Q
MAC003060,Urban Adversity,Q
MAC003064,Urban Adversity,Q
MAC005056,Urban Adversity,Q
MAC003070,Urban Adversity,Q
MAC005053,Urban Adversity,Q
MAC005052,Urban Adversity,Q
MAC005045,Urban Adversity,Q
MAC003084,Urban Adversity,Q
MAC003096,Urban Adversity,Q
MAC003108,Urban Adversity,Q
MAC003117,Urban Adversity,Q
MAC005019,Urban Adversity,Q
MAC003123,Urban Adversity,Q
MAC003131,Urban Adversity,Q
MAC005004,Urban Adversity,Q
MAC004870,Urban Adversity,Q
MAC004866,Urban Adversity,Q
MAC004861,Urban Adversity,Q
MAC004734,Urban Adversity,Q
MAC004723,Urban Adversity,Q
MAC004715,Urban Adversity,Q
MAC004700,Urban Adversity,Q
MAC000233,Urban Adversity,Q
MAC004684,Urban Adversity,Q
MAC004681,Urban Adversity,Q
MAC004680,Urban Adversity,Q
MAC004678,Urban Adversity,Q
MAC000231,Urban Adversity,Q
MAC004674,Urban Adversity,Q
MAC003444,Urban Adversity,Q
MAC004667,Urban Adversity,Q
MAC004663,Urban Adversity,Q
MAC004659,Urban Adversity,Q
MAC004735,Urban Adversity,Q
MAC004741,Urban Adversity,Q
MAC004743,Urban Adversity,Q
MAC004745,Urban Adversity,Q
MAC004860,Urban Adversity,Q
MAC004839,Urban Adversity,Q
MAC004835,Urban Adversity,Q
MAC004829,Urban Adversity,Q
MAC004820,Urban Adversity,Q
MAC004816,Urban Adversity,Q
MAC004809,Urban Adversity,Q
MAC003040,Urban Adversity,Q
MAC004808,Urban Adversity,Q
MAC004799,Urban Adversity,Q
MAC004796,Urban Adversity,Q
MAC004791,Urban Adversity,Q
MAC004780,Urban Adversity,Q
MAC004773,Urban Adversity,Q
MAC004771,Urban Adversity,Q
MAC004764,Urban Adversity,Q
MAC000249,Urban Adversity,Q
MAC004652,Urban Adversity,Q
MAC003038,Urban Adversity,Q
MAC000285,Urban Adversity,Q
MAC002832,Urban Adversity,Q
MAC005228,Urban Adversity,Q
MAC002838,Urban Adversity,Q
MAC002840,Urban Adversity,Q
MAC002846,Urban Adversity,Q
MAC002852,Urban Adversity,Q
MAC002854,Urban Adversity,Q
MAC002856,Urban Adversity,Q
MAC002867,Urban Adversity,Q
MAC002875,Urban Adversity,Q
MAC002878,Urban Adversity,Q
MAC002882,Urban Adversity,Q
MAC002887,Urban Adversity,Q
MAC005194,Urban Adversity,Q
MAC002898,Urban Adversity,Q
MAC002825,Urban Adversity,Q
MAC002899,Urban Adversity,Q
MAC002824,Urban Adversity,Q
MAC005237,Urban Adversity,Q
MAC002743,Urban Adversity,Q
MAC002747,Urban Adversity,Q
MAC005265,Urban Adversity,Q
MAC002771,Urban Adversity,Q
MAC002773,Urban Adversity,Q
MAC002775,Urban Adversity,Q
MAC005260,Urban Adversity,Q
MAC005258,Urban Adversity,Q
MAC002781,Urban Adversity,Q
MAC002793,Urban Adversity,Q
MAC002357,Urban Adversity,Q
MAC002803,Urban Adversity,Q
MAC002808,Urban Adversity,Q
MAC002819,Urban Adversity,Q
MAC002821,Urban Adversity,Q
MAC005236,Urban Adversity,Q
MAC002905,Urban Adversity,Q
MAC002906,Urban Adversity,Q
MAC002911,Urban Adversity,Q
MAC005108,Urban Adversity,Q
MAC003009,Urban Adversity,Q
MAC005105,Urban Adversity,Q
MAC005104,Urban Adversity,Q
MAC005103,Urban Adversity,Q
MAC003020,Urban Adversity,Q
MAC003021,Urban Adversity,Q
MAC005095,Urban Adversity,Q
MAC003023,Urban Adversity,Q
MAC003024,Urban Adversity,Q
MAC005087,Urban Adversity,Q
MAC003027,Urban Adversity,Q
MAC005082,Urban Adversity,Q
MAC003031,Urban Adversity,Q
MAC003032,Urban Adversity,Q
MAC003003,Urban Adversity,Q
MAC005115,Urban Adversity,Q
MAC005116,Urban Adversity,Q
MAC002993,Urban Adversity,Q
MAC002916,Urban Adversity,Q
MAC002917,Urban Adversity,Q
MAC002934,Urban Adversity,Q
MAC002936,Urban Adversity,Q
MAC005163,Urban Adversity,Q
MAC005158,Urban Adversity,Q
MAC002948,Urban Adversity,Q
MAC003036,Urban Adversity,Q
MAC002950,Urban Adversity,Q
MAC005142,Urban Adversity,Q
MAC002958,Urban Adversity,Q
MAC002967,Urban Adversity,Q
MAC005136,Urban Adversity,Q
MAC002969,Urban Adversity,Q
MAC002976,Urban Adversity,Q
MAC002988,Urban Adversity,Q
MAC005145,Urban Adversity,Q
MAC002736,Urban Adversity,Q
MAC000227,Urban Adversity,Q
MAC004624,Urban Adversity,Q
MAC004232,Urban Adversity,Q
MAC004228,Urban Adversity,Q
MAC000174,Urban Adversity,Q
MAC003872,Urban Adversity,Q
MAC004209,Urban Adversity,Q
MAC004208,Urban Adversity,Q
MAC003885,Urban Adversity,Q
MAC004187,Urban Adversity,Q
MAC004183,Urban Adversity,Q
MAC004182,Urban Adversity,Q
MAC000166,Urban Adversity,Q
MAC004180,Urban Adversity,Q
MAC003921,Urban Adversity,Q
MAC004168,Urban Adversity,Q
MAC003924,Urban Adversity,Q
MAC003853,Urban Adversity,Q
MAC004161,Urban Adversity,Q
MAC003849,Urban Adversity,Q
MAC000154,Urban Adversity,Q
MAC000196,Urban Adversity,Q
MAC003741,Urban Adversity,Q
MAC004335,Urban Adversity,Q
MAC004333,Urban Adversity,Q
MAC004324,Urban Adversity,Q
MAC003761,Urban Adversity,Q
MAC003767,Urban Adversity,Q
MAC004305,Urban Adversity,Q
MAC004302,Urban Adversity,Q
MAC004293,Urban Adversity,Q
MAC004291,Urban Adversity,Q
MAC003792,Urban Adversity,Q
MAC004281,Urban Adversity,Q
MAC003813,Urban Adversity,Q
MAC004268,Urban Adversity,Q
MAC000178,Urban Adversity,Q
MAC004156,Urban Adversity,Q
MAC004154,Urban Adversity,Q
MAC003931,Urban Adversity,Q
MAC004018,Urban Adversity,Q
MAC004019,Urban Adversity,Q
MAC004097,Urban Adversity,Q
MAC004028,Urban Adversity,Q
MAC004092,Urban Adversity,Q
MAC004089,Urban Adversity,Q
MAC004088,Urban Adversity,Q
MAC004044,Urban Adversity,Q
MAC004052,Urban Adversity,Q
MAC004079,Urban Adversity,Q
MAC004078,Urban Adversity,Q
MAC004056,Urban Adversity,Q
MAC004074,Urban Adversity,Q
MAC004071,Urban Adversity,Q
MAC004061,Urban Adversity,Q
MAC004101,Urban Adversity,Q
MAC004104,Urban Adversity,Q
MAC004109,Urban Adversity,Q
MAC004110,Urban Adversity,Q
MAC004150,Urban Adversity,Q
MAC000162,Urban Adversity,Q
MAC003935,Urban Adversity,Q
MAC003936,Urban Adversity,Q
MAC003942,Urban Adversity,Q
MAC004140,Urban Adversity,Q
MAC003955,Urban Adversity,Q
MAC004357,Urban Adversity,Q
MAC003964,Urban Adversity,Q
MAC004129,Urban Adversity,Q
MAC003980,Urban Adversity,Q
MAC004123,Urban Adversity,Q
MAC004119,Urban Adversity,Q
MAC003996,Urban Adversity,Q
MAC004004,Urban Adversity,Q
MAC004005,Urban Adversity,Q
MAC003978,Urban Adversity,Q
MAC004632,Urban Adversity,Q
MAC004358,Urban Adversity,Q
MAC004370,Urban Adversity,Q
MAC004563,Urban Adversity,Q
MAC003530,Urban Adversity,Q
MAC004558,Urban Adversity,Q
MAC000135,Urban Adversity,Q
MAC003538,Urban Adversity,Q
MAC004544,Urban Adversity,Q
MAC003546,Urban Adversity,Q
MAC004541,Urban Adversity,Q
MAC004540,Urban Adversity,Q
MAC000216,Urban Adversity,Q
MAC004533,Urban Adversity,Q
MAC004530,Urban Adversity,Q
MAC000136,Urban Adversity,Q
MAC003572,Urban Adversity,Q
MAC004520,Urban Adversity,Q
MAC004569,Urban Adversity,Q
MAC004516,Urban Adversity,Q
MAC003522,Urban Adversity,Q
MAC004573,Urban Adversity,Q
MAC005564,Urban Adversity,Q
MAC004615,Urban Adversity,Q
MAC004612,Urban Adversity,Q
MAC000223,Urban Adversity,Q
MAC004607,Urban Adversity,Q
MAC004602,Urban Adversity,Q
MAC004599,Urban Adversity,Q
MAC004598,Urban Adversity,Q
MAC004597,Urban Adversity,Q
MAC004594,Urban Adversity,Q
MAC004591,Urban Adversity,Q
MAC000133,Urban Adversity,Q
MAC004583,Urban Adversity,Q
MAC004577,Urban Adversity,Q
MAC004575,Urban Adversity,Q
MAC003521,Urban Adversity,Q
MAC004514,Urban Adversity,Q
MAC004513,Urban Adversity,Q
MAC004503,Urban Adversity,Q
MAC003645,Urban Adversity,Q
MAC004427,Urban Adversity,Q
MAC004425,Urban Adversity,Q
MAC004416,Urban Adversity,Q
MAC003657,Urban Adversity,Q
MAC003664,Urban Adversity,Q
MAC000204,Urban Adversity,Q
MAC004405,Urban Adversity,Q
MAC004403,Urban Adversity,Q
MAC004395,Urban Adversity,Q
MAC004393,Urban Adversity,Q
MAC003676,Urban Adversity,Q
MAC004384,Urban Adversity,Q
MAC004382,Urban Adversity,Q
MAC003693,Urban Adversity,Q
MAC000207,Urban Adversity,Q
MAC004435,Urban Adversity,Q
MAC004437,Urban Adversity,Q
MAC000208,Urban Adversity,Q
MAC003586,Urban Adversity,Q
MAC004498,Urban Adversity,Q
MAC004495,Urban Adversity,Q
MAC000212,Urban Adversity,Q
MAC004489,Urban Adversity,Q
MAC003594,Urban Adversity,Q
MAC004486,Urban Adversity,Q
MAC003714,Urban Adversity,Q
MAC004481,Urban Adversity,Q
MAC004465,Urban Adversity,Q
MAC004462,Urban Adversity,Q
MAC004461,Urban Adversity,Q
MAC004459,Urban Adversity,Q
MAC004453,Urban Adversity,Q
MAC003630,Urban Adversity,Q
MAC004442,Urban Adversity,Q
MAC004469,Urban Adversity,Q
MAC005287,Urban Adversity,Q
MAC002802,Urban Adversity,Q
MAC002723,Urban Adversity,Q
MAC001917,Urban Adversity,Q
MAC001921,Urban Adversity,Q
MAC001156,Urban Adversity,Q
MAC001922,Urban Adversity,Q
MAC001132,Urban Adversity,Q
MAC001129,Urban Adversity,Q
MAC001931,Urban Adversity,Q
MAC001102,Urban Adversity,Q
MAC001953,Urban Adversity,Q
MAC001092,Urban Adversity,Q
MAC001959,Urban Adversity,Q
MAC000329,Urban Adversity,Q
MAC000090,Urban Adversity,Q
MAC001968,Urban Adversity,Q
MAC001983,Urban Adversity,Q
MAC001179,Urban Adversity,Q
MAC001994,Urban Adversity,Q
MAC001908,Urban Adversity,Q
MAC001222,Urban Adversity,Q
MAC001841,Urban Adversity,Q
MAC001413,Urban Adversity,Q
MAC001844,Urban Adversity,Q
MAC001383,Urban Adversity,Q
MAC001863,Urban Adversity,Q
MAC001351,Urban Adversity,Q
MAC001343,Urban Adversity,Q
MAC001871,Urban Adversity,Q
MAC001318,Urban Adversity,Q
MAC001876,Urban Adversity,Q
MAC001878,Urban Adversity,Q
MAC001885,Urban Adversity,Q
MAC001894,Urban Adversity,Q
MAC001898,Urban Adversity,Q
MAC001899,Urban Adversity,Q
MAC001907,Urban Adversity,Q
MAC002001,Urban Adversity,Q
MAC002003,Urban Adversity,Q
MAC002009,Urban Adversity,Q
MAC002089,Urban Adversity,Q
MAC002094,Urban Adversity,Q
MAC000759,Urban Adversity,Q
MAC002107,Urban Adversity,Q
MAC002116,Urban Adversity,Q
MAC005288,Urban Adversity,Q
MAC002124,Urban Adversity,Q
MAC002128,Urban Adversity,Q
MAC000708,Urban Adversity,Q
MAC000704,Urban Adversity,Q
MAC002129,Urban Adversity,Q
MAC000683,Urban Adversity,Q
MAC002139,Urban Adversity,Q
MAC002146,Urban Adversity,Q
MAC002159,Urban Adversity,Q
MAC002088,Urban Adversity,Q
MAC000092,Urban Adversity,Q
MAC000810,Urban Adversity,Q
MAC002077,Urban Adversity,Q
MAC000961,Urban Adversity,Q
MAC002023,Urban Adversity,Q
MAC002028,Urban Adversity,Q
MAC000944,Urban Adversity,Q
MAC000943,Urban Adversity,Q
MAC002033,Urban Adversity,Q
MAC002035,Urban Adversity,Q
MAC001839,Urban Adversity,Q
MAC002045,Urban Adversity,Q
MAC002053,Urban Adversity,Q
MAC002054,Urban Adversity,Q
MAC002055,Urban Adversity,Q
MAC002057,Urban Adversity,Q
MAC000847,Urban Adversity,Q
MAC002067,Urban Adversity,Q
MAC002069,Urban Adversity,Q
MAC000879,Urban Adversity,Q
MAC001421,Urban Adversity,Q
MAC001837,Urban Adversity,Q
MAC001431,Urban Adversity,Q
MAC001558,Urban Adversity,Q
MAC001560,Urban Adversity,Q
MAC002108,Urban Adversity,Q
MAC001565,Urban Adversity,Q
MAC001574,Urban Adversity,Q
MAC001582,Urban Adversity,Q
MAC001583,Urban Adversity,Q
MAC001594,Urban Adversity,Q
MAC001598,Urban Adversity,Q
MAC002040,Urban Adversity,Q
MAC001603,Urban Adversity,Q
MAC002011,Urban Adversity,Q
MAC001616,Urban Adversity,Q
MAC001620,Urban Adversity,Q
MAC001952,Urban Adversity,Q
MAC002118,Urban Adversity,Q
MAC002119,Urban Adversity,Q
MAC001557,Urban Adversity,Q
MAC002126,Urban Adversity,Q
MAC002318,Urban Adversity,Q
MAC001459,Urban Adversity,Q
MAC002292,Urban Adversity,Q
MAC001460,Urban Adversity,Q
MAC001483,Urban Adversity,Q
MAC002236,Urban Adversity,Q
MAC001489,Urban Adversity,Q
MAC001622,Urban Adversity,Q
MAC001496,Urban Adversity,Q
MAC002217,Urban Adversity,Q
MAC000077,Urban Adversity,Q
MAC001527,Urban Adversity,Q
MAC001540,Urban Adversity,Q
MAC001545,Urban Adversity,Q
MAC001546,Urban Adversity,Q
MAC001549,Urban Adversity,Q
MAC001503,Urban Adversity,Q
MAC000653,Urban Adversity,Q
MAC001910,Urban Adversity,Q
MAC001880,Urban Adversity,Q
MAC001752,Urban Adversity,Q
MAC001765,Urban Adversity,Q
MAC001779,Urban Adversity,Q
MAC001785,Urban Adversity,Q
MAC001791,Urban Adversity,Q
MAC001554,Urban Adversity,Q
MAC001798,Urban Adversity,Q
MAC001509,Urban Adversity,Q
MAC001811,Urban Adversity,Q
MAC001817,Urban Adversity,Q
MAC000334,Urban Adversity,Q
MAC001824,Urban Adversity,Q
MAC001829,Urban Adversity,Q
MAC001449,Urban Adversity,Q
MAC000333,Urban Adversity,Q
MAC001751,Urban Adversity,Q
MAC001748,Urban Adversity,Q
MAC001747,Urban Adversity,Q
MAC001744,Urban Adversity,Q
MAC001640,Urban Adversity,Q
MAC001648,Urban Adversity,Q
MAC001657,Urban Adversity,Q
MAC001663,Urban Adversity,Q
MAC001840,Urban Adversity,Q
MAC001672,Urban Adversity,Q
MAC001673,Urban Adversity,Q
MAC001904,Urban Adversity,Q
MAC001777,Urban Adversity,Q
MAC001755,Urban Adversity,Q
MAC001684,Urban Adversity,Q
MAC001692,Urban Adversity,Q
MAC001715,Urban Adversity,Q
MAC001703,Urban Adversity,Q
MAC001714,Urban Adversity,Q
MAC001738,Urban Adversity,Q
MAC001773,Urban Adversity,Q
MAC000641,Urban Adversity,Q
MAC002117,Urban Adversity,Q
MAC000635,Urban Adversity,Q
MAC005458,Urban Adversity,Q
MAC002419,Urban Adversity,Q
MAC002424,Urban Adversity,Q
MAC005452,Urban Adversity,Q
MAC002426,Urban Adversity,Q
MAC002427,Urban Adversity,Q
MAC002438,Urban Adversity,Q
MAC005435,Urban Adversity,Q
MAC000313,Urban Adversity,Q
MAC002475,Urban Adversity,Q
MAC002483,Urban Adversity,Q
MAC002501,Urban Adversity,Q
MAC002511,Urban Adversity,Q
MAC005414,Urban Adversity,Q
MAC002523,Urban Adversity,Q
MAC002416,Urban Adversity,Q
MAC005460,Urban Adversity,Q
MAC005463,Urban Adversity,Q
MAC002408,Urban Adversity,Q
MAC005528,Urban Adversity,Q
MAC005527,Urban Adversity,Q
MAC005519,Urban Adversity,Q
