ID,ACORN_Category,ACORN_Code
MAC004032,Comfortable Communities,G
MAC003904,Comfortable Communities,G
MAC000183,Comfortable Communities,G
MAC004271,Comfortable Communities,G
MAC004204,Comfortable Communities,G
MAC001870,Comfortable Communities,G
MAC004134,Comfortable Communities,G
MAC001690,Comfortable Communities,G
MAC004338,Comfortable Communities,G
MAC002220,Comfortable Communities,G
MAC001940,Comfortable Communities,G
MAC004060,Comfortable Communities,G
MAC000278,Comfortable Communities,G
MAC003796,Comfortable Communities,G
MAC001680,Comfortable Communities,G
MAC003868,Comfortable Communities,G
MAC001592,Comfortable Communities,G
MAC003870,Comfortable Communities,G
MAC000352,Comfortable Communities,G
MAC001807,Comfortable Communities,G
MAC003871,Comfortable Communities,G
MAC001935,Comfortable Communities,G
MAC000524,Comfortable Communities,G
MAC004049,Comfortable Communities,G
MAC005281,Comfortable Communities,G
MAC003819,Comfortable Communities,G
MAC001985,Comfortable Communities,G
MAC000097,Comfortable Communities,G
MAC005533,Comfortable Communities,G
MAC003734,Comfortable Communities,G
MAC003814,Comfortable Communities,G
MAC004130,Comfortable Communities,G
MAC003735,Comfortable Communities,G
MAC001626,Comfortable Communities,G
MAC001881,Comfortable Communities,G
MAC004138,Comfortable Communities,G
MAC002032,Comfortable Communities,G
MAC000094,Comfortable Communities,G
MAC002074,Comfortable Communities,G
MAC003831,Comfortable Communities,G
MAC003830,Comfortable Communities,G
MAC002037,Comfortable Communities,G
MAC003828,Comfortable Communities,G
MAC002071,Comfortable Communities,G
MAC001335,Comfortable Communities,G
MAC003847,Comfortable Communities,G
MAC003733,Comfortable Communities,G
MAC001566,Comfortable Communities,G
MAC001636,Comfortable Communities,G
MAC005514,Comfortable Communities,G
MAC000151,Comfortable Communities,G
MAC003729,Comfortable Communities,G
MAC001012,Comfortable Communities,G
MAC003810,Comfortable Communities,G
MAC002311,Comfortable Communities,G
MAC000157,Comfortable Communities,G
MAC001857,Comfortable Communities,G
MAC000595,Comfortable Communities,G
MAC001830,Comfortable Communities,G
MAC005543,Comfortable Communities,G
MAC001792,Comfortable Communities,G
MAC002245,Comfortable Communities,G
MAC005207,Comfortable Communities,G
MAC000447,Comfortable Communities,G
MAC001771,Comfortable Communities,G
MAC003760,Comfortable Communities,G
MAC002405,Comfortable Communities,G
MAC004361,Comfortable Communities,G
MAC003370,Comfortable Communities,G
MAC000241,Comfortable Communities,G
MAC002075,Comfortable Communities,G
MAC003363,Comfortable Communities,G
MAC003359,Comfortable Communities,G
MAC003140,Comfortable Communities,G
MAC003342,Comfortable Communities,G
MAC003385,Comfortable Communities,G
MAC003247,Comfortable Communities,G
MAC003332,Comfortable Communities,G
MAC004830,Comfortable Communities,G
MAC005139,Comfortable Communities,G
MAC003259,Comfortable Communities,G
MAC003262,Comfortable Communities,G
MAC003307,Comfortable Communities,G
MAC005132,Comfortable Communities,G
MAC003304,Comfortable Communities,G
MAC000250,Comfortable Communities,G
MAC003302,Comfortable Communities,G
MAC003391,Comfortable Communities,G
MAC005213,Comfortable Communities,G
MAC003478,Comfortable Communities,G
MAC000069,Comfortable Communities,G
MAC003475,Comfortable Communities,G
MAC003470,Comfortable Communities,G
MAC002836,Comfortable Communities,G
MAC002787,Comfortable Communities,G
MAC002789,Comfortable Communities,G
MAC004658,Comfortable Communities,G
MAC003393,Comfortable Communities,G
MAC003452,Comfortable Communities,G
MAC001253,Comfortable Communities,G
MAC005239,Comfortable Communities,G
MAC004685,Comfortable Communities,G
MAC004485,Comfortable Communities,G
MAC004703,Comfortable Communities,G
MAC001227,Comfortable Communities,G
MAC002847,Comfortable Communities,G
MAC000835,Comfortable Communities,G
MAC004660,Comfortable Communities,G
MAC004850,Comfortable Communities,G
MAC005130,Comfortable Communities,G
MAC000900,Comfortable Communities,G
MAC001069,Comfortable Communities,G
MAC004962,Comfortable Communities,G
MAC003968,Comfortable Communities,G
MAC003571,Comfortable Communities,G
MAC004970,Comfortable Communities,G
MAC003187,Comfortable Communities,G
MAC003617,Comfortable Communities,G
MAC003092,Comfortable Communities,G
MAC001071,Comfortable Communities,G
MAC004978,Comfortable Communities,G
MAC003677,Comfortable Communities,G
MAC003169,Comfortable Communities,G
MAC003695,Comfortable Communities,G
MAC003713,Comfortable Communities,G
MAC003827,Comfortable Communities,G
MAC003771,Comfortable Communities,G
MAC005012,Comfortable Communities,G
MAC001036,Comfortable Communities,G
MAC003174,Comfortable Communities,G
MAC003531,Comfortable Communities,G
MAC000118,Comfortable Communities,G
MAC003228,Comfortable Communities,G
MAC003295,Comfortable Communities,G
MAC003274,Comfortable Communities,G
MAC004874,Comfortable Communities,G
MAC000260,Comfortable Communities,G
MAC003276,Comfortable Communities,G
MAC003333,Comfortable Communities,G
MAC003266,Comfortable Communities,G
MAC003409,Comfortable Communities,G
MAC003414,Comfortable Communities,G
MAC003255,Comfortable Communities,G
MAC003419,Comfortable Communities,G
MAC005090,Comfortable Communities,G
MAC004905,Comfortable Communities,G
MAC003244,Comfortable Communities,G
MAC005084,Comfortable Communities,G
MAC003234,Comfortable Communities,G
MAC003483,Comfortable Communities,G
MAC003230,Comfortable Communities,G
MAC003042,Comfortable Communities,G
MAC003480,Comfortable Communities,G
MAC002759,Comfortable Communities,G
MAC005100,Comfortable Communities,G
MAC000225,Comfortable Communities,G
MAC001354,Comfortable Communities,G
MAC003663,Comfortable Communities,G
MAC003534,Comfortable Communities,G
MAC002667,Comfortable Communities,G
MAC002461,Comfortable Communities,G
MAC002574,Comfortable Communities,G
MAC005430,Comfortable Communities,G
MAC001393,Comfortable Communities,G
MAC001396,Comfortable Communities,G
MAC004450,Comfortable Communities,G
MAC003627,Comfortable Communities,G
MAC002496,Comfortable Communities,G
MAC004762,Comfortable Communities,G
MAC002443,Comfortable Communities,G
MAC005410,Comfortable Communities,G
MAC001419,Comfortable Communities,G
MAC004460,Comfortable Communities,G
MAC002222,Comfortable Communities,G
MAC002535,Comfortable Communities,G
MAC000699,Comfortable Communities,G
MAC000691,Comfortable Communities,G
MAC001473,Comfortable Communities,G
MAC001438,Comfortable Communities,G
MAC003485,Comfortable Communities,G
MAC003600,Comfortable Communities,G
MAC003596,Comfortable Communities,G
MAC004484,Comfortable Communities,G
MAC005374,Comfortable Communities,G
MAC003621,Comfortable Communities,G
MAC003672,Comfortable Communities,G
MAC003552,Comfortable Communities,G
MAC003589,Comfortable Communities,G
MAC001585,Comfortable Communities,G
MAC000348,Comfortable Communities,G
MAC005443,Comfortable Communities,G
MAC002708,Comfortable Communities,G
MAC003512,Comfortable Communities,G
MAC003687,Comfortable Communities,G
MAC002699,Comfortable Communities,G
MAC002718,Comfortable Communities,G
MAC004669,Comfortable Communities,G
MAC003681,Comfortable Communities,G
MAC001091,Comfortable Communities,H
MAC003823,Comfortable Communities,H
MAC004081,Comfortable Communities,H
MAC001322,Comfortable Communities,H
MAC005072,Comfortable Communities,H
MAC004031,Comfortable Communities,H
MAC004922,Comfortable Communities,H
MAC000932,Comfortable Communities,H
MAC003489,Comfortable Communities,H
MAC003524,Comfortable Communities,H
MAC005444,Comfortable Communities,H
MAC003723,Comfortable Communities,H
MAC002238,Comfortable Communities,H
MAC003820,Comfortable Communities,H
MAC005074,Comfortable Communities,H
MAC005081,Comfortable Communities,H
MAC004012,Comfortable Communities,H
MAC002246,Comfortable Communities,H
MAC003439,Comfortable Communities,H
MAC004107,Comfortable Communities,H
MAC003808,Comfortable Communities,H
MAC003753,Comfortable Communities,H
MAC003436,Comfortable Communities,H
MAC002300,Comfortable Communities,H
MAC003758,Comfortable Communities,H
MAC003372,Comfortable Communities,H
MAC005448,Comfortable Communities,H
MAC004929,Comfortable Communities,H
MAC000010,Comfortable Communities,H
MAC004391,Comfortable Communities,H
MAC000043,Comfortable Communities,H
MAC004956,Comfortable Communities,H
MAC005508,Comfortable Communities,H
MAC003581,Comfortable Communities,H
MAC000091,Comfortable Communities,H
MAC003899,Comfortable Communities,H
MAC004423,Comfortable Communities,H
MAC004098,Comfortable Communities,H
MAC003626,Comfortable Communities,H
MAC003638,Comfortable Communities,H
MAC001016,Comfortable Communities,H
MAC003684,Comfortable Communities,H
MAC004095,Comfortable Communities,H
MAC003682,Comfortable Communities,H
MAC005035,Comfortable Communities,H
MAC003528,Comfortable Communities,H
MAC000119,Comfortable Communities,H
MAC004494,Comfortable Communities,H
MAC001118,Comfortable Communities,H
MAC003852,Comfortable Communities,H
MAC001297,Comfortable Communities,H
MAC003991,Comfortable Communities,H
MAC003865,Comfortable Communities,H
MAC000946,Comfortable Communities,H
MAC000089,Comfortable Communities,H
MAC000965,Comfortable Communities,H
MAC005048,Comfortable Communities,H
MAC001951,Comfortable Communities,H
MAC002188,Comfortable Communities,H
MAC003722,Comfortable Communities,H
MAC003897,Comfortable Communities,H
MAC004440,Comfortable Communities,H
MAC004114,Comfortable Communities,H
MAC004457,Comfortable Communities,H
MAC004321,Comfortable Communities,H
MAC004155,Comfortable Communities,H
MAC005229,Comfortable Communities,H
MAC004491,Comfortable Communities,H
MAC000070,Comfortable Communities,H
MAC002602,Comfortable Communities,H
MAC002951,Comfortable Communities,H
MAC004222,Comfortable Communities,H
MAC004710,Comfortable Communities,H
MAC004711,Comfortable Communities,H
MAC002925,Comfortable Communities,H
MAC004737,Comfortable Communities,H
MAC000259,Comfortable Communities,H
MAC004748,Comfortable Communities,H
MAC004214,Comfortable Communities,H
MAC004749,Comfortable Communities,H
MAC004766,Comfortable Communities,H
MAC003116,Comfortable Communities,H
MAC000007,Comfortable Communities,H
MAC004542,Comfortable Communities,H
MAC003044,Comfortable Communities,H
MAC005330,Comfortable Communities,H
MAC002915,Comfortable Communities,H
MAC004676,Comfortable Communities,H
MAC002694,Comfortable Communities,H
MAC002692,Comfortable Communities,H
MAC002680,Comfortable Communities,H
MAC004275,Comfortable Communities,H
MAC004642,Comfortable Communities,H
MAC005259,Comfortable Communities,H
MAC004262,Comfortable Communities,H
MAC004651,Comfortable Communities,H
MAC004279,Comfortable Communities,H
MAC004255,Comfortable Communities,H
MAC004609,Comfortable Communities,H
MAC001700,Comfortable Communities,H
MAC000451,Comfortable Communities,H
MAC004277,Comfortable Communities,H
MAC005298,Comfortable Communities,H
MAC004683,Comfortable Communities,H
MAC000461,Comfortable Communities,H
MAC004675,Comfortable Communities,H
MAC004654,Comfortable Communities,H
MAC001650,Comfortable Communities,H
MAC004354,Comfortable Communities,H
MAC003120,Comfortable Communities,H
MAC003272,Comfortable Communities,H
MAC004167,Comfortable Communities,H
MAC004166,Comfortable Communities,H
MAC005366,Comfortable Communities,H
MAC000128,Comfortable Communities,H
MAC000688,Comfortable Communities,H
MAC000074,Comfortable Communities,H
MAC000137,Comfortable Communities,H
MAC005135,Comfortable Communities,H
MAC000124,Comfortable Communities,H
MAC004206,Comfortable Communities,H
MAC004147,Comfortable Communities,H
MAC004322,Comfortable Communities,H
MAC003298,Comfortable Communities,H
MAC003308,Comfortable Communities,H
MAC001858,Comfortable Communities,H
MAC004326,Comfortable Communities,H
MAC003331,Comfortable Communities,H
MAC004501,Comfortable Communities,H
MAC000008,Comfortable Communities,H
MAC002476,Comfortable Communities,H
MAC005141,Comfortable Communities,H
MAC004297,Comfortable Communities,H
MAC003145,Comfortable Communities,H
MAC004782,Comfortable Communities,H
MAC003170,Comfortable Communities,H
MAC003198,Comfortable Communities,H
MAC000062,Comfortable Communities,H
MAC000093,Comfortable Communities,H
MAC000611,Comfortable Communities,H
MAC004801,Comfortable Communities,H
MAC005164,Comfortable Communities,H
MAC002491,Comfortable Communities,H
MAC004807,Comfortable Communities,H
MAC003256,Comfortable Communities,H
MAC005151,Comfortable Communities,H
MAC005143,Comfortable Communities,H
MAC000059,Comfortable Communities,H
MAC004823,Comfortable Communities,H
MAC004264,Comfortable Communities,H
MAC000158,Comfortable Communities,H
MAC003334,Comfortable Communities,H
MAC001645,Comfortable Communities,H
MAC003494,Comfortable Communities,H
MAC002388,Comfortable Communities,H
MAC002401,Comfortable Communities,H
MAC003514,Comfortable Communities,H
MAC003515,Comfortable Communities,H
MAC001088,Comfortable Communities,H
MAC001093,Comfortable Communities,H
MAC000685,Comfortable Communities,H
MAC000682,Comfortable Communities,H
MAC003527,Comfortable Communities,H
MAC003529,Comfortable Communities,H
MAC003532,Comfortable Communities,H
MAC003540,Comfortable Communities,H
MAC003091,Comfortable Communities,H
MAC003551,Comfortable Communities,H
MAC003561,Comfortable Communities,H
MAC002354,Comfortable Communities,H
MAC003567,Comfortable Communities,H
MAC003570,Comfortable Communities,H
MAC003573,Comfortable Communities,H
MAC002323,Comfortable Communities,H
MAC000638,Comfortable Communities,H
MAC002312,Comfortable Communities,H
MAC002309,Comfortable Communities,H
MAC003583,Comfortable Communities,H
MAC001076,Comfortable Communities,H
MAC002409,Comfortable Communities,H
MAC002411,Comfortable Communities,H
MAC002420,Comfortable Communities,H
MAC003432,Comfortable Communities,H
MAC002591,Comfortable Communities,H
MAC002561,Comfortable Communities,H
MAC000736,Comfortable Communities,H
MAC003438,Comfortable Communities,H
MAC002544,Comfortable Communities,H
MAC003450,Comfortable Communities,H
MAC000723,Comfortable Communities,H
MAC003453,Comfortable Communities,H
MAC003456,Comfortable Communities,H
MAC003457,Comfortable Communities,H
MAC003585,Comfortable Communities,H
MAC002526,Comfortable Communities,H
MAC002493,Comfortable Communities,H
MAC003464,Comfortable Communities,H
MAC003469,Comfortable Communities,H
MAC003473,Comfortable Communities,H
MAC003477,Comfortable Communities,H
MAC003488,Comfortable Communities,H
MAC003490,Comfortable Communities,H
MAC002437,Comfortable Communities,H
MAC000382,Comfortable Communities,H
MAC003493,Comfortable Communities,H
MAC003495,Comfortable Communities,H
MAC002515,Comfortable Communities,H
MAC001120,Comfortable Communities,H
MAC003591,Comfortable Communities,H
MAC003595,Comfortable Communities,H
MAC000578,Comfortable Communities,H
MAC002123,Comfortable Communities,H
MAC002115,Comfortable Communities,H
MAC003678,Comfortable Communities,H
MAC003685,Comfortable Communities,H
MAC003690,Comfortable Communities,H
MAC002095,Comfortable Communities,H
MAC003696,Comfortable Communities,H
MAC003697,Comfortable Communities,H
MAC003699,Comfortable Communities,H
MAC002081,Comfortable Communities,H
MAC003670,Comfortable Communities,H
MAC003701,Comfortable Communities,H
MAC002080,Comfortable Communities,H
MAC003712,Comfortable Communities,H
MAC002062,Comfortable Communities,H
MAC002051,Comfortable Communities,H
MAC003715,Comfortable Communities,H
MAC002049,Comfortable Communities,H
MAC003720,Comfortable Communities,H
MAC002048,Comfortable Communities,H
MAC003732,Comfortable Communities,H
MAC003743,Comfortable Communities,H
MAC001220,Comfortable Communities,H
MAC003702,Comfortable Communities,H
MAC003426,Comfortable Communities,H
MAC003659,Comfortable Communities,H
MAC003655,Comfortable Communities,H
MAC002279,Comfortable Communities,H
MAC003599,Comfortable Communities,H
MAC003602,Comfortable Communities,H
MAC002263,Comfortable Communities,H
MAC003610,Comfortable Communities,H
MAC003611,Comfortable Communities,H
MAC003614,Comfortable Communities,H
MAC003615,Comfortable Communities,H
MAC000614,Comfortable Communities,H
MAC002256,Comfortable Communities,H
MAC002252,Comfortable Communities,H
MAC003658,Comfortable Communities,H
MAC001150,Comfortable Communities,H
MAC001151,Comfortable Communities,H
MAC003625,Comfortable Communities,H
MAC001155,Comfortable Communities,H
MAC003633,Comfortable Communities,H
MAC003635,Comfortable Communities,H
MAC002198,Comfortable Communities,H
MAC000589,Comfortable Communities,H
MAC001171,Comfortable Communities,H
MAC000588,Comfortable Communities,H
MAC003650,Comfortable Communities,H
MAC003653,Comfortable Communities,H
MAC002239,Comfortable Communities,H
MAC003750,Comfortable Communities,H
MAC002592,Comfortable Communities,H
MAC003417,Comfortable Communities,H
MAC000907,Comfortable Communities,H
MAC000908,Comfortable Communities,H
MAC003216,Comfortable Communities,H
MAC003219,Comfortable Communities,H
MAC003222,Comfortable Communities,H
MAC000272,Comfortable Communities,H
MAC000914,Comfortable Communities,H
MAC002962,Comfortable Communities,H
MAC003236,Comfortable Communities,H
MAC003237,Comfortable Communities,H
MAC003240,Comfortable Communities,H
MAC003241,Comfortable Communities,H
MAC000927,Comfortable Communities,H
MAC002923,Comfortable Communities,H
MAC003250,Comfortable Communities,H
MAC002912,Comfortable Communities,H
MAC002908,Comfortable Communities,H
MAC000809,Comfortable Communities,H
MAC002889,Comfortable Communities,H
MAC003261,Comfortable Communities,H
MAC003264,Comfortable Communities,H
MAC000955,Comfortable Communities,H
MAC003271,Comfortable Communities,H
MAC003210,Comfortable Communities,H
MAC003208,Comfortable Communities,H
MAC002999,Comfortable Communities,H
MAC003206,Comfortable Communities,H
MAC003095,Comfortable Communities,H
MAC003081,Comfortable Communities,H
MAC003077,Comfortable Communities,H
MAC000375,Comfortable Communities,H
MAC003119,Comfortable Communities,H
MAC000844,Comfortable Communities,H
MAC003128,Comfortable Communities,H
MAC000862,Comfortable Communities,H
MAC003133,Comfortable Communities,H
MAC003142,Comfortable Communities,H
MAC003051,Comfortable Communities,H
MAC003279,Comfortable Communities,H
MAC003154,Comfortable Communities,H
MAC003171,Comfortable Communities,H
MAC000882,Comfortable Communities,H
MAC003183,Comfortable Communities,H
MAC003188,Comfortable Communities,H
MAC001444,Comfortable Communities,H
MAC003190,Comfortable Communities,H
MAC003012,Comfortable Communities,H
MAC003195,Comfortable Communities,H
MAC003002,Comfortable Communities,H
MAC003000,Comfortable Communities,H
MAC000899,Comfortable Communities,H
MAC003041,Comfortable Communities,H
MAC000294,Comfortable Communities,H
MAC003284,Comfortable Communities,H
MAC002849,Comfortable Communities,H
MAC000773,Comfortable Communities,H
MAC002721,Comfortable Communities,H
MAC003352,Comfortable Communities,H
MAC003354,Comfortable Communities,H
MAC002704,Comfortable Communities,H
MAC001009,Comfortable Communities,H
MAC003375,Comfortable Communities,H
MAC002688,Comfortable Communities,H
MAC002669,Comfortable Communities,H
MAC003382,Comfortable Communities,H
MAC002658,Comfortable Communities,H
MAC002749,Comfortable Communities,H
MAC003389,Comfortable Communities,H
MAC003395,Comfortable Communities,H
MAC002654,Comfortable Communities,H
MAC003404,Comfortable Communities,H
MAC003405,Comfortable Communities,H
MAC003406,Comfortable Communities,H
MAC002631,Comfortable Communities,H
MAC003408,Comfortable Communities,H
MAC000381,Comfortable Communities,H
MAC001044,Comfortable Communities,H
MAC002612,Comfortable Communities,H
MAC001045,Comfortable Communities,H
MAC000239,Comfortable Communities,H
MAC003421,Comfortable Communities,H
MAC002763,Comfortable Communities,H
MAC003330,Comfortable Communities,H
MAC002844,Comfortable Communities,H
MAC003292,Comfortable Communities,H
MAC000800,Comfortable Communities,H
MAC003293,Comfortable Communities,H
MAC003294,Comfortable Communities,H
MAC000966,Comfortable Communities,H
MAC000254,Comfortable Communities,H
MAC002828,Comfortable Communities,H
MAC003306,Comfortable Communities,H
MAC002822,Comfortable Communities,H
MAC003314,Comfortable Communities,H
MAC003340,Comfortable Communities,H
MAC000995,Comfortable Communities,H
MAC000251,Comfortable Communities,H
MAC003320,Comfortable Communities,H
MAC002788,Comfortable Communities,H
MAC003322,Comfortable Communities,H
MAC003323,Comfortable Communities,H
MAC003324,Comfortable Communities,H
MAC002780,Comfortable Communities,H
MAC000784,Comfortable Communities,H
MAC003327,Comfortable Communities,H
MAC002776,Comfortable Communities,H
MAC000998,Comfortable Communities,H
MAC003318,Comfortable Communities,H
MAC002020,Comfortable Communities,H
MAC003085,Comfortable Communities,H
MAC003917,Comfortable Communities,H
MAC001749,Comfortable Communities,H
MAC003815,Comfortable Communities,H
MAC001288,Comfortable Communities,H
MAC000533,Comfortable Communities,H
MAC003801,Comfortable Communities,H
MAC001719,Comfortable Communities,H
MAC003925,Comfortable Communities,H
MAC001317,Comfortable Communities,H
MAC003784,Comfortable Communities,H
MAC003926,Comfortable Communities,H
MAC000340,Comfortable Communities,H
MAC000341,Comfortable Communities,H
MAC003806,Comfortable Communities,H
MAC003930,Comfortable Communities,H
MAC003867,Comfortable Communities,H
MAC003839,Comfortable Communities,H
MAC003842,Comfortable Communities,H
MAC003855,Comfortable Communities,H
MAC003896,Comfortable Communities,H
MAC001261,Comfortable Communities,H
MAC003795,Comfortable Communities,H
MAC003873,Comfortable Communities,H
MAC003875,Comfortable Communities,H
MAC001302,Comfortable Communities,H
MAC001306,Comfortable Communities,H
MAC003878,Comfortable Communities,H
MAC003794,Comfortable Communities,H
MAC003879,Comfortable Communities,H
MAC000394,Comfortable Communities,H
MAC001295,Comfortable Communities,H
MAC002004,Comfortable Communities,H
MAC003859,Comfortable Communities,H
MAC003882,Comfortable Communities,H
MAC000547,Comfortable Communities,H
MAC000498,Comfortable Communities,H
MAC003857,Comfortable Communities,H
MAC003888,Comfortable Communities,H
MAC001356,Comfortable Communities,H
MAC000452,Comfortable Communities,H
MAC001679,Comfortable Communities,H
MAC001357,Comfortable Communities,H
MAC003833,Comfortable Communities,H
MAC001233,Comfortable Communities,H
MAC001507,Comfortable Communities,H
MAC001497,Comfortable Communities,H
MAC001494,Comfortable Communities,H
MAC003812,Comfortable Communities,H
MAC003759,Comfortable Communities,H
MAC001891,Comfortable Communities,H
MAC004048,Comfortable Communities,H
MAC001462,Comfortable Communities,H
MAC001453,Comfortable Communities,H
MAC003832,Comfortable Communities,H
MAC001991,Comfortable Communities,H
MAC001996,Comfortable Communities,H
MAC003754,Comfortable Communities,H
MAC001229,Comfortable Communities,H
MAC000405,Comfortable Communities,H
MAC003959,Comfortable Communities,H
MAC001975,Comfortable Communities,H
MAC003834,Comfortable Communities,H
MAC001408,Comfortable Communities,H
MAC003969,Comfortable Communities,H
MAC000554,Comfortable Communities,H
MAC001859,Comfortable Communities,H
MAC001618,Comfortable Communities,H
MAC003986,Comfortable Communities,H
MAC000446,Comfortable Communities,H
MAC001525,Comfortable Communities,H
MAC004002,Comfortable Communities,H
MAC001591,Comfortable Communities,H
MAC003768,Comfortable Communities,H
MAC000360,Comfortable Communities,H
MAC003809,Comfortable Communities,H
MAC001399,Comfortable Communities,H
MAC001272,Comfortable Communities,H
MAC001240,Comfortable Communities,H
MAC003866,Comfortable Communities,H
MAC003430,Comfortable Communities,I
MAC003547,Comfortable Communities,I
MAC005450,Comfortable Communities,I
MAC001278,Comfortable Communities,I
MAC003501,Comfortable Communities,I
MAC003864,Comfortable Communities,I
MAC001875,Comfortable Communities,I
MAC001292,Comfortable Communities,I
MAC003440,Comfortable Communities,I
MAC003454,Comfortable Communities,I
MAC000854,Comfortable Communities,I
MAC001446,Comfortable Communities,I
MAC003176,Comfortable Communities,I
MAC003186,Comfortable Communities,I
MAC004960,Comfortable Communities,I
MAC000833,Comfortable Communities,I
MAC000824,Comfortable Communities,I
MAC000909,Comfortable Communities,I
MAC003248,Comfortable Communities,I
MAC001865,Comfortable Communities,I
MAC002796,Comfortable Communities,I
MAC003915,Comfortable Communities,I
MAC002468,Comfortable Communities,I
MAC001697,Comfortable Communities,I
MAC002745,Comfortable Communities,I
MAC003892,Comfortable Communities,I
MAC001740,Comfortable Communities,I
MAC002714,Comfortable Communities,I
MAC004754,Comfortable Communities,I
MAC000492,Comfortable Communities,I
MAC001538,Comfortable Communities,I
MAC002565,Comfortable Communities,I
MAC003881,Comfortable Communities,I
MAC000726,Comfortable Communities,I
MAC002540,Comfortable Communities,I
MAC003447,Comfortable Communities,I
MAC003343,Comfortable Communities,I
MAC003601,Comfortable Communities,I
MAC003425,Comfortable Communities,I
MAC001259,Comfortable Communities,I
MAC003803,Comfortable Communities,I
MAC002197,Comfortable Communities,I
MAC000406,Comfortable Communities,I
MAC001201,Comfortable Communities,I
MAC004344,Comfortable Communities,I
MAC003799,Comfortable Communities,I
MAC005059,Comfortable Communities,I
MAC004397,Comfortable Communities,I
MAC003774,Comfortable Communities,I
MAC004401,Comfortable Communities,I
MAC002235,Comfortable Communities,I
MAC000885,Comfortable Communities,J
MAC003245,Comfortable Communities,J
MAC004785,Comfortable Communities,J
MAC000027,Comfortable Communities,J
MAC003353,Comfortable Communities,J
MAC000512,Comfortable Communities,J
MAC003356,Comfortable Communities,J
MAC003361,Comfortable Communities,J
MAC003367,Comfortable Communities,J
MAC001900,Comfortable Communities,J
MAC003025,Comfortable Communities,J
MAC003858,Comfortable Communities,J
MAC003751,Comfortable Communities,J
MAC004980,Comfortable Communities,J
MAC001688,Comfortable Communities,J
MAC004983,Comfortable Communities,J
MAC005485,Comfortable Communities,J
MAC003507,Comfortable Communities,J
MAC000520,Comfortable Communities,J
MAC000876,Comfortable Communities,J
MAC005494,Comfortable Communities,J
MAC003344,Comfortable Communities,J
MAC002127,Comfortable Communities,J
MAC003341,Comfortable Communities,J
MAC001250,Comfortable Communities,J
MAC003846,Comfortable Communities,J
MAC004639,Comfortable Communities,J
MAC000108,Comfortable Communities,J
MAC004596,Comfortable Communities,J
MAC004506,Comfortable Communities,J
MAC000020,Comfortable Communities,J
MAC000620,Comfortable Communities,J
MAC003791,Comfortable Communities,J
MAC004314,Comfortable Communities,J
MAC003180,Comfortable Communities,J
MAC003200,Comfortable Communities,J
MAC002981,Comfortable Communities,J
MAC003214,Comfortable Communities,J
MAC005522,Comfortable Communities,J
MAC003213,Comfortable Communities,J
MAC001172,Comfortable Communities,J
MAC001531,Comfortable Communities,J
MAC002624,Comfortable Communities,J
MAC001915,Comfortable Communities,J
MAC002610,Comfortable Communities,J
MAC001559,Comfortable Communities,J
MAC004689,Comfortable Communities,J
MAC003371,Comfortable Communities,J
MAC003666,Comfortable Communities,J
MAC003446,Comfortable Communities,J
MAC003238,Comfortable Communities,J
MAC004149,Comfortable Communities,J
MAC005495,Comfortable Communities,J
MAC003788,Comfortable Communities,J
MAC003202,Comfortable Communities,J
MAC003877,Comfortable Communities,J
MAC001820,Comfortable Communities,J
MAC000584,Comfortable Communities,J
MAC003721,Comfortable Communities,J
MAC003151,Comfortable Communities,J
MAC002732,Comfortable Communities,J
MAC003383,Comfortable Communities,J
MAC001568,Comfortable Communities,J
MAC003661,Comfortable Communities,J
MAC002868,Comfortable Communities,J
MAC001263,Comfortable Communities,J
MAC001605,Comfortable Communities,J
MAC003410,Comfortable Communities,J
MAC003329,Comfortable Communities,J
MAC000807,Comfortable Communities,J
MAC005061,Comfortable Communities,J
MAC000793,Comfortable Communities,J
MAC005247,Comfortable Communities,J
MAC000987,Comfortable Communities,J
MAC004897,Comfortable Communities,J
MAC003739,Comfortable Communities,J
MAC000071,Comfortable Communities,J
MAC004120,Comfortable Communities,J
MAC003568,Comfortable Communities,J
MAC005051,Comfortable Communities,J
MAC003973,Comfortable Communities,J
MAC003309,Comfortable Communities,J
MAC001634,Comfortable Communities,J
MAC000805,Comfortable Communities,J
MAC002303,Comfortable Communities,J
MAC003269,Comfortable Communities,J
MAC003337,Comfortable Communities,J
MAC000970,Comfortable Communities,J
MAC003582,Comfortable Communities,J
MAC004058,Comfortable Communities,J
MAC001369,Comfortable Communities,J
MAC002842,Comfortable Communities,J
MAC001814,Comfortable Communities,J
MAC003053,Comfortable Communities,J
MAC001846,Comfortable Communities,J
MAC000846,Comfortable Communities,J
MAC004903,Comfortable Communities,J
MAC000083,Comfortable Communities,J
MAC003285,Comfortable Communities,J
MAC000668,Comfortable Communities,J
MAC005216,Comfortable Communities,J
MAC004902,Comfortable Communities,J
MAC005534,Comfortable Communities,J
MAC003778,Comfortable Communities,J
MAC002284,Comfortable Communities,J
MAC004244,Comfortable Communities,J
MAC003802,Comfortable Communities,J
MAC003461,Comfortable Communities,J
MAC002273,Comfortable Communities,J
MAC005559,Comfortable Communities,J
MAC004901,Comfortable Communities,J
MAC001246,Comfortable Communities,J
MAC002883,Financially Stretched,K
MAC002657,Financially Stretched,K
MAC001195,Financially Stretched,K
MAC000802,Financially Stretched,K
MAC002655,Financially Stretched,K
MAC004742,Financially Stretched,K
