ACORN_Category,DateOnly,EC_Sum,EC_Mean,EC_Count
Affluent Achievers,2012-01-01,347.8409993000001,20.46123525294118,17
Affluent Achievers,2012-01-02,316.149,18.597,17
Affluent Achievers,2012-01-03,320.0429996,17.780166644444442,18
Affluent Achievers,2012-01-04,323.7090001,17.98383333888889,18
Affluent Achievers,2012-01-05,305.819,16.989944444444447,18
Affluent Achievers,2012-01-06,288.80599959999995,16.044777755555554,18
Affluent Achievers,2012-01-07,290.91299989999993,16.161833327777774,18
Affluent Achievers,2012-01-08,306.6370005999999,17.035388922222218,18
Affluent Achievers,2012-01-09,290.1229998,16.117944433333335,18
Affluent Achievers,2012-01-10,287.16200010000006,15.953444450000003,18
Affluent Achievers,2012-01-11,267.8160004999999,14.87866669444444,18
Affluent Achievers,2012-01-12,295.6560005,16.42533336111111,18
Affluent Achievers,2012-01-13,266.78800010000003,14.821555561111113,18
Affluent Achievers,2012-01-14,338.1920001,18.78844445,18
Affluent Achievers,2012-01-15,332.33299939999995,18.46294441111111,18
Affluent Achievers,2012-01-16,329.46900039999997,17.340473705263157,19
Affluent Achievers,2012-01-17,322.57299979999993,16.977526305263154,19
Affluent Achievers,2012-01-18,294.7050003,14.735250015,20
Affluent Achievers,2012-01-19,308.70299959999994,15.435149979999997,20
Affluent Achievers,2012-01-20,332.0590000000001,15.812333333333337,21
Affluent Achievers,2012-01-21,348.392,16.590095238095238,21
Affluent Achievers,2012-01-22,412.0999998,19.623809514285714,21
Affluent Achievers,2012-01-23,418.4370004,18.192913060869564,23
Affluent Achievers,2012-01-24,331.2179998,14.4007826,23
Affluent Achievers,2012-01-25,346.31699990000004,15.057260865217392,23
Affluent Achievers,2012-01-26,369.2529996,14.770119984,25
Affluent Achievers,2012-01-27,378.56499970000004,14.560192296153847,26
Affluent Achievers,2012-01-28,446.61100000000005,17.177346153846155,26
Affluent Achievers,2012-01-29,438.3920000999999,16.86123077307692,26
Affluent Achievers,2012-01-30,410.9729996,15.80665383076923,26
Affluent Achievers,2012-01-31,420.44400049999996,15.572000018518517,27
Affluent Achievers,2012-02-01,434.1449993999999,15.505178549999997,28
Affluent Achievers,2012-02-02,443.7930007,15.849750025,28
Affluent Achievers,2012-02-03,445.46600099999995,15.909500035714284,28
Affluent Achievers,2012-02-04,462.5570003000001,16.519892867857145,28
Affluent Achievers,2012-02-05,528.8580009000001,18.887785746428573,28
Affluent Achievers,2012-02-06,454.3689994,16.227464264285715,28
Affluent Achievers,2012-02-07,421.6400001,15.058571432142857,28
Affluent Achievers,2012-02-08,452.8769997999999,16.17417856428571,28
Affluent Achievers,2012-02-09,436.2739999999999,15.581214285714282,28
Affluent Achievers,2012-02-10,481.2829995999998,16.59596550344827,29
Affluent Achievers,2012-02-11,495.72099940000004,17.09382756551724,29
Affluent Achievers,2012-02-12,534.4230004,18.42837932413793,29
Affluent Achievers,2012-02-13,463.10199999999986,15.969034482758616,29
Affluent Achievers,2012-02-14,423.5620002,14.605586213793103,29
Affluent Achievers,2012-02-15,432.022,14.897310344827586,29
Affluent Achievers,2012-02-16,438.04100049999994,14.601366683333332,30
Affluent Achievers,2012-02-17,437.2629997,14.575433323333334,30
Affluent Achievers,2012-02-18,447.71399990000003,14.923799996666668,30
Affluent Achievers,2012-02-19,527.1000003999999,17.57000001333333,30
Affluent Achievers,2012-02-20,446.10900029999993,14.870300009999998,30
Affluent Achievers,2012-02-21,419.16399990000014,13.972133330000004,30
Affluent Achievers,2012-02-22,419.06200040000004,13.968733346666669,30
Affluent Achievers,2012-02-23,406.8120004,13.560400013333332,30
Affluent Achievers,2012-02-24,385.87200040000005,12.862400013333335,30
Affluent Achievers,2012-02-25,438.41799960000003,14.613933320000001,30
Affluent Achievers,2012-02-26,475.88200020000005,15.862733340000002,30
Affluent Achievers,2012-02-27,488.89700029999995,15.770870977419353,31
Affluent Achievers,2012-02-28,472.9099995,15.255161274193549,31
Affluent Achievers,2012-02-29,485.7039999,15.178249996875,32
Affluent Achievers,2012-03-01,482.92000029999997,15.091250009374999,32
Affluent Achievers,2012-03-02,521.6099995,16.300312484375,32
Affluent Achievers,2012-03-03,550.1760000999999,17.193000003124997,32
Affluent Achievers,2012-03-04,613.1170004000002,19.159906262500005,32
Affluent Achievers,2012-03-05,525.4849994,16.42140623125,32
Affluent Achievers,2012-03-06,538.831,16.328212121212122,33
Affluent Achievers,2012-03-07,520.6359998,15.77684847878788,33
Affluent Achievers,2012-03-08,528.588,15.54670588235294,34
Affluent Achievers,2012-03-09,530.1999999000001,15.594117644117649,34
Affluent Achievers,2012-03-10,557.8560001999999,16.407529417647055,34
Affluent Achievers,2012-03-11,595.3589999000001,17.510558820588237,34
Affluent Achievers,2012-03-12,579.2240000000002,16.549257142857147,35
Affluent Achievers,2012-03-13,562.3760001,15.621555558333334,36
Affluent Achievers,2012-03-14,545.2129992000001,14.735486464864868,37
Affluent Achievers,2012-03-15,567.3,15.332432432432432,37
Affluent Achievers,2012-03-16,645.6069992999999,15.746512178048777,41
Affluent Achievers,2012-03-17,671.4340008,16.37643904390244,41
Affluent Achievers,2012-03-18,717.7989992000001,17.50729266341464,41
Affluent Achievers,2012-03-19,660.7590002000001,14.68353333777778,45
Affluent Achievers,2012-03-20,670.5290004000001,13.969354175000001,48
Affluent Achievers,2012-03-21,660.4929998,13.760270829166666,48
Affluent Achievers,2012-03-22,667.5059996999998,13.350119993999996,50
Affluent Achievers,2012-03-23,752.384,14.468923076923078,52
Affluent Achievers,2012-03-24,756.3389997999996,14.544980765384606,52
